metab_id	Metabolite	ID	m/z	Retention time	Mode	Adducts	Formula	Fragmentation Score	Theoretical Fragmentation Score	Mass Error (ppm)	KEGG Compound ID	Library ID	CAS ID
metab_18	metab_18	pos_19	639.280492797	3.54195	pos	-	-	-	-	-	-	-	-
metab_19	metab_19	pos_20	415.211000516	5.938083333330001	pos	-	-	-	-	-	-	-	-
metab_20	metab_20	pos_21	387.179666483	5.896916666669999	pos	-	-	-	-	-	-	-	-
metab_21	metab_21	pos_22	383.167434207	5.22105	pos	-	-	-	-	-	-	-	-
metab_22	metab_22	pos_23	504.262112376	5.855766666669999	pos	-	-	-	-	-	-	-	-
metab_23	metab_23	pos_24	466.262247143	5.10018333333	pos	-	-	-	-	-	-	-	-
metab_24	Aminoethoxyacetic acid	pos_25	84.0449894251	0.68845	pos	M+H, 2M+ACN+Na, M+ACN+Na, M+H-H2O, M+H-2H2O	C4H9NO3	-	55.2	1.37701353880181	-	HMDB0060587	-
metab_25	metab_25	pos_26	304.894455408	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_26	metab_26	pos_27	241.99940921900003	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_27	metab_27	pos_28	156.014091637	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_28	metab_28	pos_29	84.9602569756	0.406533333333	pos	-	-	-	-	-	-	-	-
metab_29	metab_29	pos_30	530.849099527	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_30	metab_30	pos_31	212.842264107	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_31	metab_31	pos_32	378.90017139599996	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_32	metab_32	pos_33	356.906415938	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_33	metab_33	pos_34	393.072553127	0.46828333333300004	pos	-	-	-	-	-	-	-	-
metab_34	metab_34	pos_35	205.154631747	0.475	pos	-	-	-	-	-	-	-	-
metab_35	metab_35	pos_36	148.003870721	0.46828333333300004	pos	-	-	-	-	-	-	-	-
metab_36	metab_36	pos_37	342.14041794599996	0.488516666667	pos	-	-	-	-	-	-	-	-
metab_37	Gln Ser Arg	pos_38	390.208760812	0.49536666666699997	pos	M+H, M+Na, M+ACN+Na, M+2H	C14H27N7O6	63.6	-	-2.0483873357241897	-	-	-
metab_38	metab_38	pos_39	217.15460458099997	0.49536666666699997	pos	-	-	-	-	-	-	-	-
metab_39	metab_39	pos_40	148.06035796	0.488516666667	pos	-	-	-	-	-	-	-	-
metab_40	metab_40	pos_41	399.015126353	0.48186666666699995	pos	-	-	-	-	-	-	-	-
metab_41	metab_41	pos_42	712.818111818	0.427133333333	pos	-	-	-	-	-	-	-	-
metab_42	metab_42	pos_43	582.862479135	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_43	metab_43	pos_44	377.21550904300005	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_44	metab_44	pos_45	349.11042958	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_45	metab_45	pos_46	245.11311248	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_46	metab_46	pos_47	119.019122243	0.591316666667	pos	-	-	-	-	-	-	-	-
metab_47	metab_47	pos_48	220.934771781	0.612433333333	pos	-	-	-	-	-	-	-	-
metab_48	metab_48	pos_49	258.899326916	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_49	metab_49	pos_50	231.170201438	2.1892333333300003	pos	-	-	-	-	-	-	-	-
metab_50	metab_50	pos_51	242.925363449	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_51	metab_51	pos_52	283.999526362	2.3132	pos	-	-	-	-	-	-	-	-
metab_52	metab_52	pos_53	170.04227714799998	0.6953166666670001	pos	-	-	-	-	-	-	-	-
metab_53	metab_53	pos_54	199.04373241599998	0.7090333333329999	pos	-	-	-	-	-	-	-	-
metab_54	metab_54	pos_55	198.085321653	0.7090333333329999	pos	-	-	-	-	-	-	-	-
metab_55	metab_55	pos_56	435.244552904	0.68845	pos	-	-	-	-	-	-	-	-
metab_56	metab_56	pos_57	471.21845346599997	0.653633333333	pos	-	-	-	-	-	-	-	-
metab_57	metab_57	pos_58	263.102510195	2.87981666667	pos	-	-	-	-	-	-	-	-
metab_58	metab_58	pos_59	526.196673446	3.06586666667	pos	-	-	-	-	-	-	-	-
metab_59	metab_59	pos_60	377.145374334	2.96216666667	pos	-	-	-	-	-	-	-	-
metab_60	metab_60	pos_61	319.138439876	3.2391	pos	-	-	-	-	-	-	-	-
metab_61	metab_61	pos_62	300.147332061	3.28168333333	pos	-	-	-	-	-	-	-	-
metab_62	metab_62	pos_63	144.065501944	0.78475	pos	-	-	-	-	-	-	-	-
metab_63	metab_63	pos_64	406.131879813	0.812183333333	pos	-	-	-	-	-	-	-	-
metab_64	metab_64	pos_65	218.91971430200002	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_65	metab_65	pos_66	435.24424118400003	0.832766666667	pos	-	-	-	-	-	-	-	-
metab_66	metab_66	pos_67	307.14974020799997	0.832766666667	pos	-	-	-	-	-	-	-	-
metab_67	metab_67	pos_68	360.147319671	4.33893333333	pos	-	-	-	-	-	-	-	-
metab_68	metab_68	pos_69	90.9771727575	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_69	metab_69	pos_70	385.142521374	4.58968333333	pos	-	-	-	-	-	-	-	-
metab_70	metab_70	pos_71	525.141590106	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_71	metab_71	pos_72	219.097493452	0.557016666667	pos	-	-	-	-	-	-	-	-
metab_72	metab_72	pos_73	400.26909689300004	5.374066666669999	pos	-	-	-	-	-	-	-	-
metab_73	metab_73	pos_74	593.3328381619999	5.06593333333	pos	-	-	-	-	-	-	-	-
metab_74	metab_74	pos_75	187.107671919	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_75	metab_75	pos_76	429.11779277	5.739183333330001	pos	-	-	-	-	-	-	-	-
metab_76	metab_76	pos_77	247.13267736400002	5.698033333330001	pos	-	-	-	-	-	-	-	-
metab_77	metab_77	pos_78	627.318441254	5.835183333330001	pos	-	-	-	-	-	-	-	-
metab_78	metab_78	pos_79	413.30428243800003	5.958633333330001	pos	-	-	-	-	-	-	-	-
metab_79	metab_79	pos_80	898.5702055239999	6.013383333330001	pos	-	-	-	-	-	-	-	-
metab_80	metab_80	pos_81	801.586482218	6.013383333330001	pos	-	-	-	-	-	-	-	-
metab_81	metab_81	pos_82	387.252404185	5.931233333330001	pos	-	-	-	-	-	-	-	-
metab_82	metab_82	pos_83	487.30019484	5.869483333330001	pos	-	-	-	-	-	-	-	-
metab_83	metab_83	pos_84	429.261630235	5.855766666669999	pos	-	-	-	-	-	-	-	-
metab_84	metab_84	pos_85	341.247124472	5.80775	pos	-	-	-	-	-	-	-	-
metab_85	metab_85	pos_86	802.798425802	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_86	metab_86	pos_87	122.924670136	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_87	metab_87	pos_88	880.7404510360001	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_88	metab_88	pos_89	834.74652625	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_89	metab_89	pos_90	216.922685784	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_90	metab_90	pos_91	870.786121625	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_91	metab_91	pos_92	638.571175443	6.6302	pos	-	-	-	-	-	-	-	-
metab_92	metab_92	pos_93	631.491504172	6.657633333330001	pos	-	-	-	-	-	-	-	-
metab_93	metab_93	pos_94	782.7341675580001	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_94	PG(18:1(9Z)/0:0)	pos_95	493.29311710800005	7.027883333330001	pos	M+H-H2O, M+H, M+Na, M+H-2H2O	C24H47O9P	87.7	-	1.24563979781068	-	HMDB0240602;LMGP04050006	-
metab_95	metab_95	pos_96	728.79233576	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_96	Prolyl-Glutamate	pos_97	286.139486464	1.5815	pos	M+ACN+H, 2M+H, 2M+Na, M+ACN+Na	C10H16N2O5	-	50.5	-1.06792375557713	-	HMDB0029016	-
metab_97	metab_97	pos_98	102.09170468299999	8.16058333333	pos	-	-	-	-	-	-	-	-
metab_98	metab_98	pos_99	252.10903534	1.60213333333	pos	-	-	-	-	-	-	-	-
metab_99	Sambutoxin	pos_100	454.29234402599997	8.325033333330001	pos	M+H, M+2Na-H, M+Na, M+NH4	C28H39NO4	-	65.8	-6.26784711379722	-	HMDB0041085	160047-56-3
metab_100	metab_100	pos_101	535.300452808	8.325033333330001	pos	-	-	-	-	-	-	-	-
metab_101	metab_101	pos_102	200.09571155700002	8.352616666669999	pos	-	-	-	-	-	-	-	-
metab_102	metab_102	pos_103	197.03710126599998	8.352616666669999	pos	-	-	-	-	-	-	-	-
metab_103	metab_103	pos_104	331.97386092799997	8.352616666669999	pos	-	-	-	-	-	-	-	-
metab_104	metab_104	pos_105	584.197601851	8.34575	pos	-	-	-	-	-	-	-	-
metab_105	metab_105	pos_106	498.28778636199996	8.34575	pos	-	-	-	-	-	-	-	-
metab_106	metab_106	pos_107	524.370874205	8.325033333330001	pos	-	-	-	-	-	-	-	-
metab_107	metab_107	pos_108	316.100491244	1.59526666667	pos	-	-	-	-	-	-	-	-
metab_108	metab_108	pos_109	501.266873741	1.609	pos	-	-	-	-	-	-	-	-
metab_109	metab_109	pos_110	432.281498381	1.609	pos	-	-	-	-	-	-	-	-
metab_110	metab_110	pos_111	190.14369331900002	1.59526666667	pos	-	-	-	-	-	-	-	-
metab_111	metab_111	pos_112	676.942770531	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_112	metab_112	pos_113	676.779459107	0.43396666666699996	pos	-	-	-	-	-	-	-	-
metab_113	metab_113	pos_114	219.026554725	0.475	pos	-	-	-	-	-	-	-	-
metab_114	metab_114	pos_115	128.01935090700002	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_115	metab_115	pos_116	85.0289415021	0.292233333333	pos	-	-	-	-	-	-	-	-
metab_116	metab_116	pos_117	297.082245377	0.35581666666699996	pos	-	-	-	-	-	-	-	-
metab_117	metab_117	pos_118	224.93227440599998	0.392816666667	pos	-	-	-	-	-	-	-	-
metab_118	metab_118	pos_119	147.050151226	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_119	metab_119	pos_120	132.998197261	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_120	metab_120	pos_121	117.03986543200001	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_121	metab_121	pos_122	105.00362169700001	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_122	metab_122	pos_123	100.024797245	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_123	metab_123	pos_124	162.993766983	0.39968333333300005	pos	-	-	-	-	-	-	-	-
metab_124	metab_124	pos_125	169.095305731	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_125	metab_125	pos_126	258.899295833	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_126	metab_126	pos_127	394.87416115699995	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_127	metab_127	pos_128	232.89657469099998	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_128	metab_128	pos_129	367.92891180699996	0.44768333333300003	pos	-	-	-	-	-	-	-	-
metab_129	metab_129	pos_130	740.75802492	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_130	metab_130	pos_131	646.758865518	0.440833333333	pos	-	-	-	-	-	-	-	-
metab_131	metab_131	pos_132	213.074814107	0.45455	pos	-	-	-	-	-	-	-	-
metab_132	metab_132	pos_134	327.880162998	0.45455	pos	-	-	-	-	-	-	-	-
metab_133	metab_133	pos_135	317.850812476	0.45455	pos	-	-	-	-	-	-	-	-
metab_134	metab_134	pos_136	197.100898791	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_135	metab_135	pos_137	222.98815160799998	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_136	metab_136	pos_138	178.008561623	0.461416666667	pos	-	-	-	-	-	-	-	-
metab_137	metab_137	pos_140	175.118928323	0.46828333333300004	pos	-	-	-	-	-	-	-	-
metab_138	metab_138	pos_141	126.02205654299999	0.46828333333300004	pos	-	-	-	-	-	-	-	-
metab_139	metab_139	pos_142	479.953022177	0.46828333333300004	pos	-	-	-	-	-	-	-	-
metab_140	metab_140	pos_143	276.166160098	0.475	pos	-	-	-	-	-	-	-	-
metab_141	metab_141	pos_144	315.069960763	0.475	pos	-	-	-	-	-	-	-	-
metab_142	metab_142	pos_145	420.015196465	0.475	pos	-	-	-	-	-	-	-	-
metab_143	metab_143	pos_146	204.017890433	0.48186666666699995	pos	-	-	-	-	-	-	-	-
metab_144	metab_144	pos_147	288.118844449	0.48186666666699995	pos	-	-	-	-	-	-	-	-
metab_145	metab_145	pos_148	417.234026596	0.48186666666699995	pos	-	-	-	-	-	-	-	-
metab_146	metab_146	pos_149	214.05877979299999	0.488516666667	pos	-	-	-	-	-	-	-	-
metab_147	Val Ser Pro Phe	pos_150	471.218405042	0.488516666667	pos	M+H, M+Na, M+2Na-H	C22H32N4O6	68.9	-	-8.70841893759076	-	-	-
metab_148	metab_148	pos_151	137.070944007	0.49536666666699997	pos	-	-	-	-	-	-	-	-
metab_149	metab_149	pos_152	166.053209436	0.502233333333	pos	-	-	-	-	-	-	-	-
metab_150	metab_150	pos_153	227.124939421	0.502233333333	pos	-	-	-	-	-	-	-	-
metab_151	metab_151	pos_154	121.072125357	0.502233333333	pos	-	-	-	-	-	-	-	-
metab_152	metab_152	pos_155	345.125512235	0.49536666666699997	pos	-	-	-	-	-	-	-	-
metab_153	metab_153	pos_156	205.06824415900002	0.488516666667	pos	-	-	-	-	-	-	-	-
metab_154	metab_154	pos_157	118.06134591200001	0.488516666667	pos	-	-	-	-	-	-	-	-
metab_155	metab_155	pos_158	181.033173987	0.51595	pos	-	-	-	-	-	-	-	-
metab_156	Val Lys	pos_159	246.18111760099998	0.51595	pos	M+H, M+Na, M+2H	C11H23N3O3	55.9	-	-0.409676645377861	-	-	-
metab_157	metab_157	pos_160	120.06569535700001	0.48186666666699995	pos	-	-	-	-	-	-	-	-
metab_158	metab_158	pos_161	97.02885382209999	0.522816666667	pos	-	-	-	-	-	-	-	-
metab_159	Thr Gln	pos_162	230.113457404	0.522816666667	pos	M+H-H2O, M+K, M+H	C9H17N3O5	71.2	-	-0.303511979227041	-	-	-
metab_160	metab_160	pos_163	161.02944923799998	0.522816666667	pos	-	-	-	-	-	-	-	-
metab_161	metab_161	pos_164	147.025045169	0.529683333333	pos	-	-	-	-	-	-	-	-
metab_162	metab_162	pos_165	273.06778039200003	0.529683333333	pos	-	-	-	-	-	-	-	-
metab_163	metab_163	pos_166	207.071332013	0.529683333333	pos	-	-	-	-	-	-	-	-
metab_164	N-Acetyl-a-neuraminic acid	pos_167	310.11305885900003	0.529683333333	pos	M+H-2H2O, M+H, M+H-H2O	C11H19NO9	65.1	-	-0.606859308249885	C19909	HMDB0000773	21646-00-4
metab_165	metab_165	pos_168	115.03690788600001	0.53655	pos	-	-	-	-	-	-	-	-
metab_166	metab_166	pos_169	490.176764281	0.529683333333	pos	-	-	-	-	-	-	-	-
metab_167	metab_167	pos_170	406.156335797	0.53655	pos	-	-	-	-	-	-	-	-
metab_168	metab_168	pos_171	116.07084729799999	0.543316666667	pos	-	-	-	-	-	-	-	-
metab_169	metab_169	pos_172	707.2213025089999	0.53655	pos	-	-	-	-	-	-	-	-
metab_170	metab_170	pos_173	366.139311135	0.543316666667	pos	-	-	-	-	-	-	-	-
metab_171	metab_171	pos_174	349.135260959	0.53655	pos	-	-	-	-	-	-	-	-
metab_172	metab_172	pos_175	277.089300712	0.550166666667	pos	-	-	-	-	-	-	-	-
metab_173	metab_173	pos_176	363.089524651	0.557016666667	pos	-	-	-	-	-	-	-	-
metab_174	metab_174	pos_177	173.09207868	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_175	metab_175	pos_178	363.150910132	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_176	metab_176	pos_179	317.218224531	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_177	Pro Ser Ser	pos_180	596.277326203	0.563883333333	pos	M+H, M+ACN+H, 2M+NH4	C11H19N3O6	52.5	-	-0.463502856405788	-	-	-
metab_178	metab_178	pos_181	230.099986581	0.570733333333	pos	-	-	-	-	-	-	-	-
metab_179	metab_179	pos_182	439.142188975	0.570733333333	pos	-	-	-	-	-	-	-	-
metab_180	metab_180	pos_183	330.17698819599997	0.570733333333	pos	-	-	-	-	-	-	-	-
metab_181	metab_181	pos_184	132.998213833	0.577616666667	pos	-	-	-	-	-	-	-	-
metab_182	metab_182	pos_185	105.003628997	0.577616666667	pos	-	-	-	-	-	-	-	-
metab_183	metab_183	pos_186	328.197779968	0.570733333333	pos	-	-	-	-	-	-	-	-
metab_184	metab_184	pos_187	216.950600774	0.584466666667	pos	-	-	-	-	-	-	-	-
metab_185	metab_185	pos_188	147.050194056	0.584466666667	pos	-	-	-	-	-	-	-	-
metab_186	metab_186	pos_189	237.099328838	0.570733333333	pos	-	-	-	-	-	-	-	-
metab_187	metab_187	pos_190	394.874109159	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_188	metab_188	pos_191	530.8488797069999	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_189	metab_189	pos_192	614.810111647	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_190	metab_190	pos_193	297.967491466	0.6261666666669999	pos	-	-	-	-	-	-	-	-
metab_191	metab_191	pos_194	276.871271985	0.6261666666669999	pos	-	-	-	-	-	-	-	-
metab_192	metab_192	pos_196	582.8622663069999	0.6261666666669999	pos	-	-	-	-	-	-	-	-
metab_193	metab_193	pos_197	750.785034343	0.633033333333	pos	-	-	-	-	-	-	-	-
metab_194	metab_194	pos_198	249.08203508	0.6399	pos	-	-	-	-	-	-	-	-
metab_195	metab_195	pos_199	353.882412307	0.6399	pos	-	-	-	-	-	-	-	-
metab_196	metab_196	pos_200	205.118252393	0.646766666667	pos	-	-	-	-	-	-	-	-
metab_197	metab_197	pos_201	235.056694295	0.6399	pos	-	-	-	-	-	-	-	-
metab_198	metab_198	pos_202	390.91471049800003	0.6605166666669999	pos	-	-	-	-	-	-	-	-
metab_199	metab_199	pos_203	142.948101661	0.6605166666669999	pos	-	-	-	-	-	-	-	-
metab_200	metab_200	pos_204	220.09272853	0.667383333333	pos	-	-	-	-	-	-	-	-
metab_201	metab_201	pos_206	321.883113106	0.667383333333	pos	-	-	-	-	-	-	-	-
metab_202	metab_202	pos_207	273.144372385	0.667383333333	pos	-	-	-	-	-	-	-	-
metab_203	metab_203	pos_208	203.052571575	0.6953166666670001	pos	-	-	-	-	-	-	-	-
metab_204	metab_204	pos_209	327.021550278	2.42335	pos	-	-	-	-	-	-	-	-
metab_205	metab_205	pos_210	399.01506239	0.6953166666670001	pos	-	-	-	-	-	-	-	-
metab_206	metab_206	pos_211	431.249493396	2.46455	pos	-	-	-	-	-	-	-	-
metab_207	metab_207	pos_212	279.047684033	0.702166666667	pos	-	-	-	-	-	-	-	-
metab_208	metab_208	pos_213	350.09311314300004	0.702166666667	pos	-	-	-	-	-	-	-	-
metab_209	metab_209	pos_214	376.976728101	0.68845	pos	-	-	-	-	-	-	-	-
metab_210	metab_210	pos_215	286.131712491	2.55445	pos	-	-	-	-	-	-	-	-
metab_211	metab_211	pos_216	498.339741656	2.5887666666699998	pos	-	-	-	-	-	-	-	-
metab_212	metab_212	pos_217	277.11422352200003	0.681616666667	pos	-	-	-	-	-	-	-	-
metab_213	metab_213	pos_218	583.217835009	2.61688333333	pos	-	-	-	-	-	-	-	-
metab_214	metab_214	pos_219	225.073292242	2.6375	pos	-	-	-	-	-	-	-	-
metab_215	metab_215	pos_220	623.350421851	2.63065	pos	-	-	-	-	-	-	-	-
metab_216	metab_216	pos_221	534.276772171	2.66498333333	pos	-	-	-	-	-	-	-	-
metab_217	metab_217	pos_222	156.026694776	0.667383333333	pos	-	-	-	-	-	-	-	-
metab_218	metab_218	pos_223	173.042041526	0.736483333333	pos	-	-	-	-	-	-	-	-
metab_219	metab_219	pos_224	216.122958167	2.75495	pos	-	-	-	-	-	-	-	-
metab_220	metab_220	pos_225	298.126175004	2.76246666667	pos	-	-	-	-	-	-	-	-
metab_221	metab_221	pos_226	557.3655389119999	2.7762	pos	-	-	-	-	-	-	-	-
metab_222	metab_222	pos_227	430.229504994	2.73431666667	pos	-	-	-	-	-	-	-	-
metab_223	metab_223	pos_228	466.214511321	0.736483333333	pos	-	-	-	-	-	-	-	-
metab_224	metab_224	pos_229	227.04274243	0.736483333333	pos	-	-	-	-	-	-	-	-
metab_225	metab_225	pos_230	453.196522321	2.85923333333	pos	-	-	-	-	-	-	-	-
metab_226	metab_226	pos_231	283.999496821	2.87981666667	pos	-	-	-	-	-	-	-	-
metab_227	metab_227	pos_232	486.29221105	2.8455	pos	-	-	-	-	-	-	-	-
metab_228	metab_228	pos_233	784.435279084	2.92785	pos	-	-	-	-	-	-	-	-
metab_229	PI(O-16:0/0:0)	pos_234	559.3246496219999	2.92785	pos	M+2H, M+Na, M+H	C25H51O11P	59.7	-	-1.1904143841421	-	LMGP06060003	-
metab_230	metab_230	pos_235	476.306536698	3.01778333333	pos	-	-	-	-	-	-	-	-
metab_231	metab_231	pos_236	187.95764164599998	0.667383333333	pos	-	-	-	-	-	-	-	-
metab_232	metab_232	pos_237	628.329896229	3.094	pos	-	-	-	-	-	-	-	-
metab_233	metab_233	pos_238	301.136942015	0.653633333333	pos	-	-	-	-	-	-	-	-
metab_234	metab_234	pos_239	546.822931984	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_235	metab_235	pos_240	520.332762814	3.15585	pos	-	-	-	-	-	-	-	-
metab_236	metab_236	pos_241	332.095026676	0.75705	pos	-	-	-	-	-	-	-	-
metab_237	metab_237	pos_242	303.19121743700003	3.20905	pos	-	-	-	-	-	-	-	-
metab_238	metab_238	pos_243	521.30643068	3.20458333333	pos	-	-	-	-	-	-	-	-
metab_239	N-Acetyl-b-neuraminic acid	pos_244	274.091967157	0.75705	pos	M+H-2H2O, M+H, M+H-H2O	C11H19NO9	56.7	-	-0.5211575913720179	-	-	-
metab_240	metab_240	pos_245	520.81943312	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_241	metab_241	pos_246	333.13318919200003	3.33668333333	pos	-	-	-	-	-	-	-	-
metab_242	metab_242	pos_247	568.207181671	3.35105	pos	-	-	-	-	-	-	-	-
metab_243	metab_243	pos_249	608.3851067969999	3.39921666667	pos	-	-	-	-	-	-	-	-
metab_244	metab_244	pos_250	539.2823891180001	3.41985	pos	-	-	-	-	-	-	-	-
metab_245	metab_245	pos_251	436.85858798	0.619316666667	pos	-	-	-	-	-	-	-	-
metab_246	metab_246	pos_252	405.223284736	3.45483333333	pos	-	-	-	-	-	-	-	-
metab_247	metab_247	pos_253	381.211187706	3.49321666667	pos	-	-	-	-	-	-	-	-
metab_248	metab_248	pos_254	489.255597921	3.49321666667	pos	-	-	-	-	-	-	-	-
metab_249	metab_249	pos_255	550.211465208	0.563883333333	pos	-	-	-	-	-	-	-	-
metab_250	metab_250	pos_256	232.154201345	3.54195	pos	-	-	-	-	-	-	-	-
metab_251	metab_251	pos_257	219.097476678	0.805333333333	pos	-	-	-	-	-	-	-	-
metab_252	metab_252	pos_258	241.10467772099997	3.63876666667	pos	-	-	-	-	-	-	-	-
metab_253	metab_253	pos_259	347.094702097	0.805333333333	pos	-	-	-	-	-	-	-	-
metab_254	metab_254	pos_260	687.382392081	3.68751666667	pos	-	-	-	-	-	-	-	-
metab_255	metab_255	pos_261	581.298785742	3.68751666667	pos	-	-	-	-	-	-	-	-
metab_256	1-Kestose	pos_262	527.15828497	0.81905	pos	M+Na, M+K, M+ACN+H	C18H32O16	81.7	-	0.0582152210589308	C03661	HMDB0011729	470-69-9
metab_257	metab_257	pos_263	351.15286251699996	3.82006666667	pos	-	-	-	-	-	-	-	-
metab_258	metab_258	pos_264	95.0608521865	0.8259	pos	-	-	-	-	-	-	-	-
metab_259	metab_259	pos_265	689.210837318	0.8259	pos	-	-	-	-	-	-	-	-
metab_260	metab_260	pos_266	307.164850193	3.89675	pos	-	-	-	-	-	-	-	-
metab_261	metab_261	pos_267	461.242869238	3.90121666667	pos	-	-	-	-	-	-	-	-
metab_262	metab_262	pos_268	365.23200456800004	3.8814	pos	-	-	-	-	-	-	-	-
metab_263	Asp Thr Gln Ser	pos_269	450.183040222	0.81905	pos	M+H, M+Na, M+H-H2O	C16H27N5O10	51.7	-	-0.0629932274776417	-	-	-
metab_264	metab_264	pos_270	349.11043147699996	0.832766666667	pos	-	-	-	-	-	-	-	-
metab_265	metab_265	pos_271	278.15305013	0.832766666667	pos	-	-	-	-	-	-	-	-
metab_266	(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid	pos_272	181.08582333900003	4.09351666667	pos	M+H-H2O, M+H, M+H-2H2O	C10H14O4	54.7	-	-0.4913854179491961	-	HMDB0034099	110107-15-8
metab_267	metab_267	pos_273	314.162671704	4.07975	pos	-	-	-	-	-	-	-	-
metab_268	metab_268	pos_274	200.12804539799998	4.15358333333	pos	-	-	-	-	-	-	-	-
metab_269	metab_269	pos_275	784.435224354	4.17641666667	pos	-	-	-	-	-	-	-	-
metab_270	metab_270	pos_276	535.308533545	0.8396166666670001	pos	-	-	-	-	-	-	-	-
metab_271	metab_271	pos_277	611.2683522330001	4.24645	pos	-	-	-	-	-	-	-	-
