	metab_id	Apc_F_1	Apc_F_2	Apc_F_3	Apc_F_4	Apc_F_5	Apc_F_6	Apc_F_7	Apc_F_8	Apc_F_9	Apc_M_1	Apc_M_2	Apc_M_3	Apc_M_4	Apc_M_5	Apc_M_6	Apc_M_7	Apc_M_8	FC	FDR	log2FC	.	Metabolite	ID	KEGG.Compound.ID	Library.ID	group
53	metab_1422	7.08754167228308	6.93305830816272	6.81167004297472	6.81023839845584	6.98011401177597	6.91627558066289	6.98134666433701	7.12995792584105	6.98518130990615	7.22706897960785	7.21274578506986	7.16284503655136	7.49343923943669	7.29141424369575	7.21464773435468	7.28958091551889	7.24604253759477	2.02824376625305	0.000499737010565081	1.02023105432846	1.66408367787556	1-Stearoylglycerophosphocholine	pos_1466	C04230	HMDB0010384	Apc_M
30	metab_11618	6.26658226955941	6.52001560857915	6.51650970182497	6.50710224454338	6.32607499052868	6.24350517500701	6.56158974379158	6.53976636079554	6.53569278334595	6.44324558688181	6.75174272900128	6.48895960021502	6.72936453239609	6.67570740362962	6.70179856177357	6.63625644321585	6.77283119781238	1.59194604551274	0.0164844951829343	0.670791440661544	1.43771689243673	N-Acetyl-D-glucosamine	pos_248	C00140	7512-17-6;HMDB0062641;HMDB0000254;HMDB0244808;HMDB0000803;HMDB0000148;HMDB0000215;HMDB0014291	Apc_M
169	metab_3213	5.38092934843707	5.29766896435639	5.31390191673839	5.27300880790169	5.38523146122489	5.37131653822974	5.43072246610217	5.35699660157422	5.38924383331676	5.54647829126365	5.4447739334269	5.44112195964848	5.60127391991697	5.73993124079327	5.55491888907665	5.42360484717383	5.61552328276376	1.58515075246807	0.00644732062414315	0.664620051403042	1.45767118048053	Niacinamide	pos_3367	C00153	HMDB0001406;98-92-0	Apc_M
33	metab_12	6.40647348443228	6.47272639166553	6.40169159111752	6.47087740188578	6.54533317363637	6.48357719353151	6.69470201253751	6.63897298383411	6.56418160712556	6.70619587466282	6.55584475598754	6.769398498083	6.73055945138029	6.67726453705882	6.73157988970012	6.83548817358211	6.68375089004173	1.53899344059417	0.00411706535841932	0.621987082710678	1.53765393638696	Pantothenic Acid	pos_13	C00864	79-83-4;HMDB0000210;HMDB0250782	Apc_M
249	metab_7472	5.07906202569396	5.00042562413914	4.9428250710386	4.91808865237412	5.07419408465576	4.94997969972733	5.08360547507411	4.93170509378205	4.98187912002854	5.02499397370739	5.05636712135873	5.1131254669549	5.09266590178935	5.10902586039389	5.13351114224446	5.15482454538648	5.17648472727227	1.28726302126657	0.00724280868075438	0.364306863743216	1.39083402856727	P-Tolualdehyde	pos_8237	C06758	HMDB0029638	Apc_M
31	metab_11731	7.23674175501923	7.32492278457649	7.04919871669195	7.34726079581903	7.04648810327726	6.93682590332497	7.27322264220799	6.98471379068329	7.00691518099656	6.91795101637872	6.86043526869054	6.93079447860281	6.98923348382031	6.92707301314239	7.03434058548048	7.1353650646561	6.51082883611467	0.60485488735201	0.0490748875647629	-0.72533903251488	1.30283868630619	Mesobilirubinogen	neg_113	C05790	HMDB0001898	Apc_F
151	metab_20232	4.51984719612519	4.83676076830503	4.47783020247191	4.58665931462871	4.39931582858376	4.39931582858376	4.74145984774263	4.39931582858376	4.55749593123534	4.43604163452312	4.41020149739248	4.13737514533849	4.5329525471634	4.49493758324138	4.01494093427739	4.26466066587137	4.09172038041515	0.578332355403346	0.037442729431243	-0.79002927743797	1.19462596660655	6-(alpha-D-Glucosaminyl)-1D-myo-inositol	neg_9351	C15658	HMDB0011668	Apc_F
277	metab_968	5.68688538243171	5.45986720412055	5.59273597402374	5.49825807139577	5.53643173263052	5.88116997577887	5.58885552950889	5.48196705594403	5.64755760205362	5.39186539016558	5.46131637955226	5.29895708740105	5.2362177271303	5.45939202587474	5.2698433842703	5.21207128102668	5.55473091186197	0.575302394810419	0.00824207636383008	-0.797607619148221	1.19937926168764	N-Methylglutamic acid	pos_1003	C01046	HMDB0062660	Apc_F
175	metab_357	7.2908699593467	7.05576005934985	6.9050432489728	6.83047639102064	7.39520266581051	7.3892318761382	7.05419520440717	7.21579061331029	7.1279174830357	7.13610415967473	6.72228853382277	6.50826827911816	7.02988717629751	6.9451195236943	6.64217909511483	6.89377308433357	6.88714658038451	0.508907915048103	0.0292848331675269	-0.974523465152431	1.05351109849679	Alpha-Linolenic acid	pos_363	C06427	HMDB0001388;463-40-1;LMFA01030152	Apc_F
282	metab_9849	5.15290793318575	5.34170378857344	5.89031401630826	5.17001810192232	5.17533713389709	5.44795668738463	5.22023461002841	4.8955834188852	5.21734662236641	4.91483687921315	4.98080623038704	4.7203785685062	4.66920164187282	4.7251808933807	4.88197940506461	4.84761288473335	5.07489809570312	0.315115264846618	0.00724280868075438	-1.66604845165505	1.05318317047398	Phenylacetaldehyde	pos_10844	C00601	HMDB0041610;HMDB0006236	Apc_F
59	metab_14794	4.67834281108101	3.76503045267567	4.56868311983685	4.29981340905142	4.89361008550586	4.49825363499455	4.61881203782825	4.20434839399031	4.11030942603915	3.78968897707395	4.37695422874927	4.03080524519217	3.6571290271634	4.09459213131926	3.6571290271634	3.6571290271634	3.6571290271634	0.275932400299768	0.0112944085245068	-1.85761322533884	1.20314650639284	16b-Hydroxyestrone	neg_3290	C05300	HMDB0000313;LMST02010046	Apc_F
10	metab_10379	5.08279102511323	4.58104655430734	4.3683177495959	4.70358016387007	5.42594701446075	5.56881001588996	5.09969833149991	5.03406619730778	5.2738563463764	5.00922576179022	4.30824766039841	4.29011150277192	4.4541601901399	4.48542638507411	4.38359182855186	4.42658357776583	4.36098957470505	0.239337632677266	0.0140971544984284	-2.06288083546078	1.00510673619509	4-Guanidinobutanoic acid	pos_11428	C01035	HMDB0003464;HMDB0031842	Apc_F
44	metab_13234	5.51558087621815	5.17327641157516	5.03040504640649	5.14019627102278	4.79388520642644	5.34761443542879	4.90404136954978	4.93573143046923	5.08332719684776	4.57815687693787	4.76653392544529	3.65357911610215	3.83701105877056	3.9752320011931	3.70009635446625	3.90799975555634	4.36363454862172	0.133211246807704	0.00110122601111673	-2.90821220295322	1.41451983379982	L-Arginine	neg_1646	C00062	HMDB0062762;HMDB0000517;HMDB0303361;74-79-3	Apc_F
