	metab_id	M_M_1	M_M_2	M_M_3	M_M_4	M_M_5	M_M_6	M_M_7	M_M_8	M_M_9	M_M_10	M_F_1	M_F_2	M_F_3	M_F_4	M_F_5	M_F_6	M_F_7	M_F_8	M_F_9	FC	FDR	.	Metabolite	ID	KEGG.Compound.ID	Library.ID	group
10	metab_11329	4.6033199126942	5.55396932577533	6.01518328009361	4.43258111663827	4.22470720178112	4.55347875127883	5.78508876414537	4.6852227472182	5.00603521593107	4.88314662783605	4.011532973087	4.14589991445131	4.97544226889669	4.38396200321689	3.30278901426765	3.63116765385643	3.92607010537404	3.30278901426765	3.30278901426765	13.0758506503479	0.0117186727638972	1.63739635346133	Saccharopine	neg_1682	C00449	HMDB0000279;997-68-2	Source_M
132	metab_5736	4.45704068047136	5.42558750410272	5.77140218669373	4.3895961516888	4.50082350950158	4.69315329225085	5.34187666116807	4.78786594961756	5.15938407906263	4.49414399956486	3.49274624627884	3.89806659842186	4.02543928387503	4.05576265332015	4.13391320497078	4.33494203573005	3.96586872015971	4.13299017967858	4.01456106025974	12.8536062841793	0.00432804323261905	1.81432501997167	(8S,Z)-6-((2R)-4-hydroxy-2-methylpentylidene)-8-methyloctahydroindolizin-8-ol	pos_6167	-	-	Source_M
107	metab_3572	2.00858380881723	3.72249211443576	4.02469822542054	3.59318739063256	2.00858380881723	3.23381821434958	3.85732613295171	3.73433612486003	3.9321539409572	3.41287694059172	1.8172195529706	1.8172195529706	1.8172195529706	3.33377974597154	1.8172195529706	1.8172195529706	3.01157168172806	1.8172195529706	1.8172195529706	11.2568685130453	0.0124002347038586	1.62205943483391	Ile Ile Val	pos_3776	-	-	Source_M
110	metab_3685	4.74120288081044	5.40492680091962	4.74120288081044	4.74120288081044	4.74120288081044	4.74120288081044	5.68540573772102	4.74120288081044	5.20810427205244	4.74120288081044	3.21323078286348	3.21323078286348	3.21323078286348	4.95518925046281	3.21323078286348	3.21323078286348	3.21323078286348	3.21323078286348	3.21323078286348	11.2077703566269	0.00156011904623048	2.04091396638746	(2-methoxy-4-{2-[(1R,16Z,24E,26E,28Z)-1,5,18-trihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.0⁴,⁹]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl}cyclohexyl)oxidanesulfonic acid	pos_3897	-	-	Source_M
45	metab_16279	5.69537438677963	6.17119340140063	6.22522539305493	5.65810162409784	5.43640854061152	5.82274907494359	6.21914858502307	6.31105936074186	4.83385163114062	5.54312056900837	5.22125933956045	4.55477930624735	4.60276295872598	4.55388887091753	5.16118984346064	5.27830535281354	5.11659329969795	4.7568779510499	4.95564891876577	9.26361718673436	0.00430066356021818	1.79460431408566	24,25,26,27-Tetranor-23-oxo-hydroxyvitamin D3	neg_7183	-	HMDB0060114	Source_M
82	metab_19602	3.89265093550931	4.06043352911232	4.6421574626418	3.01531839951721	4.07366115949689	3.99983979713833	4.28941218252633	3.01531839951721	4.26728822870813	3.01531839951721	3.25171802573822	3.05646210097298	3.05646210097298	3.05646210097298	3.05646210097298	3.05646210097298	3.5050108011465	3.05646210097298	3.05646210097298	8.76502788138284	0.0331171034429565	1.49748299297615	Benzeneacetamide-4-O-sulphate	neg_10820	-	HMDB0059994	Source_M
92	metab_2218	3.11050692001562	5.02183658504273	5.29194166471831	4.91480253937203	3.17923982931626	4.37503081409725	5.14747790898994	4.4313790982152	5.2319529017256	3.95826027548464	2.78906398133194	3.44856682067754	2.77340346995384	4.77579564421156	2.77340346995384	2.95538989333775	4.34443533857244	2.77340346995384	2.77340346995384	7.69912537700021	0.0324439248653398	1.46132002290012	Val Ile Arg	pos_2282	-	-	Source_M
52	metab_16588	5.20731513448135	4.3559903794982	4.21652111731669	4.62890377528683	4.21652111731669	5.47870290768287	4.21652111731669	4.21652111731669	4.7700243616598	4.60022913256675	4.51047871427352	3.74693073199464	3.50015371633176	4.08795221217439	3.50015371633176	3.50015371633176	4.0877357040822	3.50015371633176	3.84694980413135	7.58342615444174	0.0092840338832466	1.66858354013787	5'-Carboxy-gamma-chromanol	neg_7569	-	-	Source_M
112	metab_376	5.9890031915319	5.28690989350866	4.85784483227225	5.12175697310523	5.43970235697496	5.88072474490093	4.88295437753121	5.1314149814468	4.96280470638326	5.7252933540207	5.12889966247569	4.40410768380197	3.59817578466837	4.39405072222325	4.96321563547435	4.44183003995582	4.61292331087213	3.98929175000553	4.49612571845777	7.47788506004658	0.00814792162904572	1.71394996200522	TetraHCA	pos_380	-	HMDB0062534	Source_M
122	metab_4307	5.33701884742687	6.1737451342532	6.38162179006175	4.74364031963212	5.1574404487697	5.350053156111	5.98656509440001	4.74364031963212	5.79298130115501	5.02340029263195	4.02571660090247	5.73293047809695	4.00825785916856	4.12762714293695	4.67110124038023	4.83681739272982	4.8617484407497	4.00825785916856	4.00825785916856	7.22619369973194	0.0202800000021086	1.55003570588424	Biliverdin	pos_4568	C00500	HMDB0001008;114-25-0	Source_M
101	metab_3228	5.32738894466772	4.81616287453065	5.06888674884843	5.06204527041044	5.38167472444119	5.34575681833851	4.64875880603906	4.64875880603906	4.69081781204827	5.22848598463215	5.09871985002993	4.44888665487198	3.1789994975436	3.96480583371124	1.76905008925884	1.76905008925884	1.76905008925884	3.19804633461821	3.16191628552183	6.87736826685094	0.0160595322290453	1.77127261011453	3,7,8,15-Scirpenetetrol	pos_3404	-	HMDB0037560	Source_M
169	metab_8583	5.38217959935032	4.20039956430774	4.30168997239297	5.0170183629758	5.42929276222851	5.36998034317131	4.0115397008284	3.19420561963732	3.42455908053456	5.36364444722395	5.09970163306459	4.18574025742654	3.01797993732399	3.01797993732399	3.01797993732399	3.16928622485127	3.43686164374938	3.01797993732399	3.01797993732399	6.75258893454674	0.042735187662461	1.42211729568472	Phenylalanyl-Glutamate	pos_9367	-	HMDB0028994	Source_M
104	metab_3472	4.54315900248217	3.75277746601111	3.53398284731294	4.35055775188338	4.55172755753009	4.62979159983173	3.53398284731294	3.53398284731294	3.53398284731294	4.59207793822817	4.31004662809252	3.65403474237327	2.80154967538598	3.01962572665628	2.80154967538598	2.80154967538598	2.91306185259364	2.80154967538598	2.80154967538598	5.83039125199634	0.012439358079487	1.6391901501665	Dehydrocarpaine I	pos_3672	-	HMDB0030271	Source_M
84	metab_198	5.45909753469079	4.88302510515645	4.23441175826188	5.36258063724939	5.50171758030788	5.46940250005317	4.17312005170222	4.85656598719989	4.7766139054437	5.47761508646351	5.01250458330592	4.60259636104958	3.76863567256398	3.92049993010361	4.41067908824191	4.62914278432605	4.18755251910629	4.30753966955328	4.36209475056557	5.29134810857719	0.035149372484824	1.47264637238836	Thymidine	pos_201	C00214	50-89-5;HMDB0000273	Source_M
154	metab_7156	4.06619572044948	4.65710741970541	4.69080372980259	4.14370500237808	4.37484803627921	4.37736232469562	4.75616036059017	3.98650742505316	4.35435767257104	4.61697732109896	3.85766469104299	3.65498779158146	3.67081659598847	4.21828687148831	3.85933483741727	3.3484755046863	3.9079848815084	3.3484755046863	3.37995296961187	4.87139132452708	0.00297424266965055	1.84846165838094	Gly Leu Phe	pos_7821	-	-	Source_M
170	metab_8714	6.0490514923392	5.78699332889349	5.54634671545511	5.73973338426296	6.43829006875475	6.26377355896088	5.39701346522529	5.09937993265826	5.36671330228448	6.39388110504094	5.67437135002372	5.55907388028489	5.1359994882067	5.31648846946974	5.12271156348697	5.06043238987507	5.31677355510674	5.24919528686689	5.25608812394578	4.65301147162038	0.0493473738443086	1.40370203839898	Pro Ser Ser	pos_9512	-	-	Source_M
49	metab_16456	6.45955436013754	7.05701094821705	7.01535882530957	6.0673326235436	6.26392387593419	6.16991011738588	7.14958210156809	6.14728844660529	6.44404124478537	6.3244133272986	5.83506666059667	6.14471997126381	6.28901347798107	5.90812358361984	5.91247977559275	6.04095254589667	5.88724783611261	5.96711148418366	6.10007655131694	4.59195824545009	0.0298469278242818	1.51210520402255	Porrigenin A	neg_7395	-	LMST01080001;HMDB0032783	Source_M
135	metab_6029	5.40937051629866	5.17491860006183	5.44271779636636	5.28658597363453	5.40724730238126	5.17818960381184	5.07357893310849	5.00004218156078	5.65424047745351	5.44750105213912	4.77772437883223	3.83543478364913	4.71955501358033	4.93760541277293	4.55062383830709	4.59982176358092	4.71742930156129	4.51659626689468	4.93315485388347	4.44666196058844	0.0041421536342019	1.90004776841808	LysoPE(16:1(9Z)/0:0)	pos_6541	-	HMDB0011504	Source_M
71	metab_17580	4.96447892792624	4.39934511806761	4.20529455752681	5.12132579399902	4.65156991866007	5.14122193685353	4.22639592626096	4.71005334591262	3.7024755608552	4.8099293135474	4.40245534782508	3.13807423122819	3.13807423122819	3.13807423122819	4.24760219287398	4.74853520144006	3.98103187080751	3.28729707192045	3.71787404424448	4.40453799488167	0.0331171034429565	1.48937027959808	Osmundalin	neg_8673	-	HMDB0031304	Source_M
161	metab_7365	3.79363035835676	3.79363035835676	4.44264384087281	3.8441204093599	3.79363035835676	3.79363035835676	4.25964079122376	4.00836148611229	4.5429838607357	3.79363035835676	3.04285272995687	3.04285272995687	3.58826431184829	3.99092483430608	3.67314530253265	3.04285272995687	3.43946100462933	3.04285272995687	3.04285272995687	4.36024409133666	0.00785184037354667	1.76349657146859	Ile Glu Leu	pos_8040	-	-	Source_M
15	metab_12670	4.65500504430907	4.71134421228369	5.14971460525242	4.56471134272425	4.79289576143744	4.67674607506691	4.5288735471763	4.04979773116956	4.35562692032002	4.63484283501998	4.54582613578981	3.92304698824422	3.56806642376601	3.84808748041556	4.02985628698282	3.50588962118134	3.98374634234225	4.17866070939504	4.10959897884193	4.2112096707498	0.00553407452328394	1.7673663800345	Methyl n-acetylanthranilate	neg_3161	C06332	HMDB0032388	Source_M
76	metab_17914	5.06815698390382	4.47683677982558	4.44646467629334	5.10049369680317	5.23894369068988	4.87525267675578	4.44646467629334	4.84355835765848	4.44646467629334	5.15624890237456	5.16562957651359	2.86044334077983	2.78346924750946	2.78346924750946	3.2579414247214	4.35183999097111	4.05238353040364	2.78346924750946	3.32563158071462	3.9455557794449	0.014466051005743	1.74322129262339	Ascorbigen	neg_9019	-	HMDB0029839	Source_M
18	metab_13088	4.77676011681565	4.90190176734398	5.05393042167132	4.36110398476276	4.61566639418563	4.64360227983624	4.91839113076226	4.7851593958899	4.30115811580681	4.62967238353644	3.65728637478457	3.57548667201616	4.08617374552594	3.05963287442865	4.08375092601425	3.39891927679849	4.22894477774887	4.54256944353658	4.67256504060705	3.77958521526012	0.0207918167399444	1.66715803787891	(Z)-Resveratrol 4'-glucoside	neg_3606	-	-	Source_M
58	metab_16656	6.96658806935128	7.47395362250995	7.22488475819604	7.11363404869267	6.7839466169748	7.47745937932665	7.34519033382496	7.80414505185551	6.80234224896402	6.74992173545094	6.80226663405137	6.89203551862887	6.67624391420646	6.59530985192645	6.84968832149171	6.8589886182828	6.69870353870172	6.54203779299884	6.66286134524228	3.63393828264226	0.0272764074330344	1.53521228814326	1b,3a,7b-Trihydroxy-5b-cholanoic acid	neg_7659	-	HMDB0013158	Source_M
66	metab_17181	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	5.57853108278448	4.21449585230359	4.96238812108785	4.69139677218866	5.28106860843988	4.31030963664333	4.67004122080722	5.61371399233486	3.74443736542809	5.21941325728187	3.41831710598346	0.0252828697223719	1.72865665236007	Agavasaponin E	neg_8259	-	HMDB0033807	Source_M
164	metab_8049	6.14212293372616	5.81659271037759	5.38786180123402	5.98463815666333	6.25383439072961	6.2416438938188	5.52406596886738	5.40053006840311	5.39436868945556	6.25292831898327	5.95645250729701	5.64483239906838	5.32320714308841	5.37285641306067	5.25984512767267	4.91619317741796	5.3067061495288	5.13364351820199	5.20620194262734	3.31472478695489	0.0398404765156162	1.42570297353249	Phenylalanylproline	pos_8780	-	HMDB0011177	Source_M
35	metab_14449	8.05501075801442	8.40816886809846	8.24756688128078	8.00085916311068	7.94595937857358	8.2641922205507	8.28742977410628	8.40768451169534	7.60873002761599	7.95894956144165	7.77577936553673	7.89295359632636	7.65684668171544	7.48968566254447	7.75253767143357	7.63988908666255	7.43453747830334	7.56461092334555	7.54610266071959	3.26521867170135	0.0041421536342019	1.81291437392383	Cholic acid	neg_5076	C00695	LMST04010001;81-25-4;HMDB0000619	Source_M
157	metab_7307	4.72411611366106	4.72411611366106	4.72411611366106	4.72411611366106	4.72411611366106	4.72411611366106	4.72411611366106	4.72411611366106	4.88733882170492	4.72411611366106	4.11037155922968	3.40295361429359	4.49255793628159	4.97778668106368	3.40295361429359	3.40295361429359	3.58606266539397	3.40295361429359	3.40295361429359	3.20655240443731	0.014466051005743	1.83382061159753	Saponin H	pos_7977	-	HMDB0035607	Source_M
41	metab_1552	5.48197129889472	5.9804368529795	5.77055680934649	5.07847518869472	5.2073218974187	5.55811079225961	5.79391942146534	5.93828224146266	5.08933799033816	5.33661739997756	4.87703252583466	5.27569465267078	5.22153551442651	5.12430974687817	5.33973742056472	5.08659222117751	4.92127658975322	5.06892979230921	5.03610562795525	3.20423066173219	0.0302650137788295	1.48304274192668	6E,8E,12E,14E-Hexadecatetraen-10-ynoic acid	pos_1595	-	LMFA01030703	Source_M
79	metab_18174	3.94149244364214	4.21970307709347	4.33974550571209	3.99881811666725	4.14170212966518	3.93801751458114	4.28819469187595	3.62938267390337	4.36989626429706	3.91289805338928	3.09338214136427	3.83690296191378	3.56757462878169	4.03326065041322	3.70664656461468	2.66684591420806	3.69584854606766	3.40395792186143	3.43255884780333	3.16758064000623	0.0236260311632705	1.60629829800873	3-Hydroxy-4,6-heptadiyne-1-yl 1-glucoside	neg_9304	-	HMDB0038964	Source_M
137	metab_6121	5.17298123406571	5.56326264340124	5.4237573272026	4.61815171379596	4.83703592342925	5.23998195720985	5.44006440740678	5.56045774925845	4.75794655439008	5.00569996562256	4.41201919013216	4.9418541292224	4.77324978065269	4.78694046534544	4.98089928914843	4.79017412292546	4.68047423712608	4.65408349018656	4.66815780064278	3.15638002763598	0.0324439248653398	1.46127238311456	5,8,11-Heptadecatriynoic acid	pos_6667	-	LMFA01030479	Source_M
40	metab_15100	6.20584501816692	6.41091592676513	6.32814210457767	6.04724882170214	5.57851389054434	6.39018038475593	6.45513459844323	6.07686189097783	6.08054772912654	6.57209182497066	5.79325737446224	5.85421426419575	6.01809774135229	5.62378063911969	6.01553615926539	5.5475167541248	5.48288256610435	5.66617524615004	5.77163048110836	3.12216871521526	0.00993529938656486	1.65527698211736	Glyuranolide	neg_5867	-	HMDB0038745	Source_M
53	metab_16594	5.82168835657558	5.47786619834269	5.17331510894012	5.44512639947295	4.8943106154641	5.34268830739257	4.82155915813715	5.4975387196425	4.74803327173499	5.08280740428025	5.35258865884447	4.68673919005728	5.26823349489018	4.63933950445373	4.58067151768346	4.18760304031869	4.42830361249471	4.36897866506778	4.68536321204663	3.08860870256448	0.0379709573584525	1.44498944559078	Frangulanine	neg_7577	C10003	HMDB0030199	Source_M
140	metab_6196	5.3272652104816	5.29538133473767	5.42617810529522	4.96689804820147	4.7411622644786	5.58768979916382	5.27433654398734	4.81992371254316	5.56075418530048	5.52750927362124	5.1081159337472	4.48827354012287	4.73276048835451	4.51345392962951	4.68921378381088	5.19507865790011	4.92576917591947	4.5341130654329	4.86493201777289	3.03164630504357	0.0207918167399444	1.53146260919314	C17 Sphinganine	pos_6758	-	LMSP01040003	Source_M
37	metab_14554	6.12782842812259	5.57787967189679	5.5477286807986	5.92313371405562	5.82760980373071	6.12666179361192	5.46425202091275	5.57277881315853	5.30217189294545	5.95563259769312	5.53579446147884	5.219495666076	4.96376496929013	5.41645056698567	5.28965445099593	5.38180449065472	5.44075138257834	5.16559293857968	5.43672250443449	3.02084794369325	0.014466051005743	1.59989798402554	20a,22b-Dihydroxycholesterol	neg_5209	C05501	HMDB0006763;15234-55-6	Source_M
93	metab_2449	5.12422548939236	4.7655252285724	5.35808203667092	4.7655252285724	4.7655252285724	4.7655252285724	4.98057595179413	4.7655252285724	4.86413953342464	4.7655252285724	3.70485966904572	5.02473621833859	4.82686057921605	4.78772054677547	3.91674932697285	3.70485966904572	3.70485966904572	3.70485966904572	3.70485966904572	2.95500534461144	0.0291740657148407	1.63728364029771	Arginyl-Hydroxyproline	pos_2529	-	HMDB0028710	Source_M
24	metab_13518	5.45497749875596	5.28937712275539	5.32252154183358	5.29458450036632	5.45418223932193	5.59649358341811	5.35716264000304	4.86720670535672	4.98451814635354	5.2921505849246	5.08528782217855	4.88579880580776	3.80845924499066	4.55237815948118	5.06599192121319	4.86368191369032	5.03549786249386	4.67180431926869	4.88227510570981	2.93725487593917	0.0307079603787142	1.55817488393701	2-(4-hydroxyphenyl)ethyl 3-(3,4-dihydroxyphenyl)prop-2-enoate	neg_4057	-	-	Source_M
48	metab_16409	5.11245600134219	4.92333889174519	4.94134796199523	4.69629624131725	4.45551241504264	4.72721858600529	4.79844383922032	4.98743845973944	4.78130132440617	5.15908504970756	4.56476897272594	4.30823718912217	4.41087183439587	4.56593506336145	4.46882955406203	4.48198068185629	3.94419551854487	4.48230996336871	4.4877988010304	2.87769957435353	0.00432804323261905	1.78341650982634	8,11-eicosadiynoic acid	neg_7334	-	LMFA01030688	Source_M
94	metab_2726	4.65422436126142	4.75749973302108	4.43042136939225	5.10905975971593	4.56843114581216	4.47338004964454	4.48026448678462	4.97993203795765	4.05385114606151	4.05385114606151	3.56969782432482	4.25903214776533	3.56969782432482	5.0248632441855	3.56969782432482	3.56969782432482	3.56969782432482	3.56969782432482	3.56969782432482	2.83686037725176	0.0221071151451686	1.59646396215472	N1,N12-Diacetylspermine	pos_2868	C03413	HMDB0002172	Source_M
142	metab_6610	5.1352337439508	4.81467866059574	4.76585179466728	4.78238573624363	4.75024770181585	4.97545176877506	4.33769032065068	4.67737915069143	4.53331152487382	4.79845177671907	4.50756409677959	4.35638521720186	3.98965986793993	4.29678619833046	4.37827219743693	4.3522504947652	4.49099750144852	4.25528789426311	4.37988496245664	2.81651746842855	0.00430066356021818	1.78698449931369	4-Methyl-1-phenyl-2-pentanone	pos_7245	-	HMDB0031569	Source_M
39	metab_14943	7.12033340055576	7.25282772278698	7.16763409894539	6.93455361227437	6.51048804312084	7.22566013776174	7.22337771136655	6.94516147539579	6.94864199641694	7.2944353124387	6.69446806625081	6.74473434935627	6.8682938727771	6.55622783841903	6.88797361766363	6.50760291024553	6.40474096886861	6.62253946369687	6.69028494614813	2.62611462715158	0.00871730668593049	1.68575591158176	24-Hydroxyglabrolide	neg_5697	-	HMDB0035256	Source_M
90	metab_20804	4.42711149161507	4.78332987458421	4.81318203752196	5.07381457230276	4.3521935636855	4.56053432358051	4.83577776319906	4.93006072125047	4.61350003303996	4.83226885863986	3.97264700053079	4.3670951362304	4.18020226930042	4.43703486383144	4.39502118063453	4.5456381206098	4.28598897090854	4.490848700795	4.27250960307576	2.61240161168098	0.0088310869769186	1.67810063232125	Phenylacetylglutamine	neg_3102	C04148	HMDB0006344;28047-15-6;HMDB0062645	Source_M
5	metab_10452	5.20321124955774	5.8259988967988	5.58199130675226	5.81039826931729	5.237495648513	5.35045116760041	5.99060615313053	5.67961350086921	5.49876409113185	5.29033814233076	5.65559656872458	4.74656189114506	5.53281228991152	5.09848053509782	4.89314713526161	5.14672774514533	5.06366002888835	4.81089030651147	4.96177211621961	2.5932940877643	0.0330532065304753	1.47398878071499	Riboflavin (Vitamin B2)	neg_796	-	-	Source_M
175	metab_9652	6.70965404644273	7.11427839501479	7.22898900049619	7.06131958686925	6.51822460202623	6.91787542192888	7.12330999028439	7.03255800618392	6.94781556749098	7.04175677524089	6.48036172952167	6.54313727272868	6.34172942946381	6.78238603932489	6.7794865675986	6.6596050324191	6.65975146957296	6.53335692830409	6.63123015681892	2.44300648407209	0.00774086039369455	1.70138426439697	2-Hydroxycinnamic acid	pos_178	C05838;C01772	HMDB0002641;HMDB0041592	Source_M
165	metab_8163	5.53573982861051	5.92576687599321	6.05386362202971	5.87202403966989	5.36974525771393	5.72913319062418	5.95379284544567	5.84626633941896	5.77156580259361	5.85624993697948	5.32403856903904	5.39461173058205	5.27800563291243	5.59478681754629	5.62795218418383	5.48672996703707	5.49456877228592	5.3848739284613	5.46405780649934	2.3170818281239	0.00799181493001681	1.7060114937502	4-Hydroxybenzaldehyde	pos_8912	C00633	HMDB0011718	Source_M
32	metab_14241	4.99157715391255	4.99157715391255	5.1749805121945	4.99157715391255	4.99157715391255	4.99157715391255	5.25786092312809	4.99157715391255	4.99157715391255	4.99157715391255	3.2995930567707	4.74705890609813	5.40711361681697	3.83490271835926	3.2995930567707	3.78201477894122	4.31413187026394	4.8525485935124	4.26476240594102	2.29027270303368	0.049640721195314	1.55985019552675	Melilotussaponin O1	neg_4826	-	HMDB0031965	Source_M
1	metab_0	6.4949477818768	6.53306726725126	7.027383198481	6.40456654771893	6.69306688360855	6.66746741599935	6.32161858252094	6.39878368323113	6.19008705733375	6.4840685830862	6.4531108279467	6.25043165107985	5.93484915322083	6.45722474178327	6.05492554455515	6.06707827154731	6.15964648272689	6.24023446577712	6.13756566004078	2.27978767890978	0.0261825923768833	1.50343150028696	Tauroursocholic acid	pos_1	-	LMST05040014;HMDB0000889	Source_M
16	metab_12934	4.38600783214053	4.38600783214053	4.62440739409922	4.38600783214053	4.38600783214053	4.38600783214053	4.48160505139207	4.38600783214053	4.56802720553556	4.38600783214053	2.45412015922786	3.90163483846675	5.00268306841184	2.45412015922786	2.89199832466258	2.45412015922786	2.45412015922786	3.12368232637459	2.45412015922786	2.24491268411268	0.014466051005743	1.81685006915834	Blepharin	neg_3439	-	HMDB0029344	Source_M
141	metab_6352	6.14230693447844	5.76837783331247	5.56204600544692	5.80171769056143	5.96751628175427	6.03225474943536	5.51994773724077	5.68606860367496	5.55525276253203	6.13803534353646	5.77229720672893	5.45543866173443	5.2026217702195	5.55497931857438	5.66788539759753	5.3899381687562	5.5336897960555	5.41881637895633	5.50378403528654	2.23612425580436	0.0298469278242818	1.49289154580395	17,23-Epoxy-29-hydroxy-27-norlanost-8-ene-3,15,24-trione	pos_6954	-	HMDB0035113	Source_M
163	metab_7836	4.88148804109244	4.62373796311267	4.40205583487867	4.70654969204862	4.95705017007686	4.95745950732493	4.45213886896402	4.3691749900934	4.73741008697268	5.02502402607916	4.60590509846284	4.49197759966636	4.4626307655424	4.62186681078958	4.30795024790529	4.04107557520656	4.43343311113361	4.21924020675768	4.30807360448683	2.22645511121886	0.0331171034429565	1.46323198612684	Alanyl-Tryptophan	pos_8538	-	HMDB0013209	Source_M
