"","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12"
"OTU799",0,0,0,0,2,2,5,0,4,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,1,2,0,3,1,0,0
"OTU768",3,3,8,4,1,3,9,8,2,3,4,2,1,2,4,0,2,3,0,12,6,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0
"OTU711",3,23,1,0,0,0,0,0,0,0,11,0,6,1,0,7,1,0,0,0,7,33,36,0,0,1,1,0,0,0,0,0,0,0,0,0
"OTU943",4,1,14,13,7,2,0,0,1,0,0,0,0,0,0,0,2,3,3,0,0,0,0,7,0,0,0,1,1,0,0,1,0,0,0,0
"OTU1091",0,0,3,1,0,2,7,2,0,0,0,0,1,0,1,1,2,0,0,1,2,1,0,2,0,0,0,0,0,6,0,0,0,1,1,4
"OTU434",8,6,10,10,11,8,13,21,20,19,18,16,11,15,12,8,15,8,9,15,18,4,8,14,8,10,7,13,10,29,6,10,15,8,10,24
"OTU788",0,0,3,0,1,1,1,2,1,2,2,2,2,3,3,4,3,1,0,6,1,1,3,6,2,2,1,2,1,5,2,8,3,6,0,2
"OTU1151",0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU501",2,0,1,4,2,3,26,16,5,25,5,6,14,25,15,7,2,5,4,14,11,3,0,7,2,7,4,2,7,28,3,11,5,8,10,18
"OTU500",3,3,6,4,8,4,10,4,4,17,15,6,13,13,3,12,9,3,4,7,10,4,3,9,3,29,9,1,3,6,12,12,8,8,1,3
"OTU503",8,26,6,2,0,2,0,2,1,1,23,3,4,2,0,13,0,0,2,2,2,12,21,1,0,0,0,0,0,1,0,1,1,0,0,0
"OTU502",20,55,26,3,1,5,6,5,3,6,13,4,1,0,0,1,1,0,1,0,0,1,6,0,0,3,2,0,0,0,7,8,1,4,0,0
"OTU505",0,0,0,0,0,0,1,0,0,0,2,0,10,6,4,7,8,4,5,2,18,14,17,3,0,0,0,0,0,0,0,0,0,1,0,0
"OTU504",1,7,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,1,1,1,24,14,4,8,7,2
"OTU507",3,9,10,6,5,9,14,12,7,4,20,7,5,3,4,1,7,4,2,3,11,9,5,4,1,6,4,2,6,13,8,8,4,4,0,3
"OTU506",0,0,9,4,5,2,9,11,5,5,5,6,4,10,0,5,14,4,3,14,8,7,2,5,6,9,2,1,9,8,0,6,0,1,0,6
"OTU509",2,2,2,39,41,6,1,0,0,4,2,2,2,2,0,0,13,8,5,0,4,0,0,1,2,7,12,9,0,0,27,7,5,1,0,0
"OTU508",2,5,8,8,13,5,11,8,11,16,18,24,4,12,7,6,8,2,5,7,2,3,7,3,4,18,5,2,10,2,6,16,4,9,2,4
"OTU804",1,0,1,1,1,3,1,2,2,0,2,2,2,5,2,0,5,7,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1
"OTU712",1,1,1,1,0,1,11,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"OTU1090",2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1156",0,4,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,8,0,0,2,6,0,0,0,1,1,1,0,0,0
"OTU1106",1,3,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU480",1,1,1,0,14,18,1,4,4,6,1,4,11,16,11,9,7,9,26,22,5,9,13,15,3,5,3,2,6,2,1,2,1,9,3,1
"OTU481",1,0,3,2,4,3,8,2,2,8,6,2,4,17,4,4,3,2,3,2,3,3,1,2,1,4,0,1,2,3,0,3,1,0,0,3
"OTU482",4,6,4,5,2,2,1,1,1,1,3,4,0,1,1,1,0,1,0,1,0,2,0,0,5,3,23,9,3,2,10,10,9,4,14,8
"OTU483",16,39,28,38,115,37,8,29,33,18,6,8,511,7,124,161,26,280,34,293,125,10,266,8,3589,193,2350,1267,2215,317,207,785,1842,378,1586,2032
"OTU484",0,0,1,0,0,0,1,0,1,2,1,0,2,15,4,4,3,0,1,6,11,3,0,1,0,1,0,0,1,0,0,1,1,0,0,0
"OTU485",0,1,0,8,9,1,3,0,0,0,0,0,0,0,0,1,0,7,42,0,0,0,0,15,18,15,10,49,45,0,4,1,1,0,0,0
"OTU338",31,41,25,30,22,14,64,53,24,57,26,29,73,68,33,81,41,20,19,54,46,22,26,35,6,36,21,8,8,39,20,24,14,33,15,19
"OTU339",0,3,1,1,1,0,0,0,1,1,1,1,21,19,5,13,19,4,12,18,28,36,21,19,0,0,2,1,0,0,4,1,0,3,0,0
"OTU336",1,6,4,9,4,3,4,14,15,2,12,3,21,64,68,27,48,55,60,47,64,47,35,38,2,1,2,0,0,0,3,0,1,2,0,0
"OTU337",54,62,65,15,12,14,64,22,17,35,55,44,34,51,13,43,28,9,8,34,29,34,54,38,4,29,18,6,6,21,34,25,11,22,11,10
"OTU334",12,7,4,2,1,2,8,5,7,3,4,5,16,19,12,20,7,5,10,22,23,33,20,15,0,2,0,0,0,0,0,0,1,1,2,1
"OTU335",0,0,0,1,1,6,9,0,0,0,0,0,1,0,0,1,0,1,12,0,0,0,0,9,29,22,3,28,39,2,1,1,2,0,2,1
"OTU332",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,24,35,19,5,23,12,22,8,3,3
"OTU333",9,2,8,39,47,35,8,0,9,18,4,9,3,7,2,1,7,16,49,9,4,3,1,2,42,13,5,51,16,0,4,3,10,2,14,0
"OTU330",19,20,48,6,6,4,39,8,6,54,71,74,14,27,4,13,31,5,1,21,39,24,9,13,3,11,3,3,0,15,2,9,8,12,5,4
"OTU331",11,12,13,11,12,15,7,3,10,15,18,10,14,36,14,8,26,13,9,22,31,26,13,13,1,2,1,0,1,6,3,2,1,4,1,3
"OTU1093",0,2,0,0,0,0,4,0,0,0,3,9,0,0,0,0,2,0,0,1,0,2,1,0,0,1,0,0,1,2,0,2,0,1,2,0
"OTU928",0,1,1,3,2,0,5,1,1,4,0,0,5,3,0,2,2,1,0,0,3,1,0,0,0,9,3,0,1,6,2,4,0,1,0,2
"OTU730",3,1,2,2,0,3,9,2,8,4,2,4,2,1,2,0,3,0,1,4,4,1,1,1,1,0,0,0,1,4,0,0,0,1,0,2
"OTU806",0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5,1,3,0,0,1,2,0,7,1,3,0,2,2,2,0,0,0,0,0,1
"OTU950",1,1,0,0,3,2,10,4,11,2,2,0,0,5,4,1,3,1,4,1,3,0,2,5,0,0,1,0,1,12,2,0,0,3,1,6
"OTU805",1,1,1,0,1,0,2,1,0,11,4,3,1,3,4,0,2,0,1,2,4,4,3,1,0,0,0,0,1,1,0,2,3,0,1,2
"OTU349",0,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,2,7,43,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
"OTU348",1,3,4,18,37,38,17,9,19,11,4,5,4,14,16,3,23,30,25,8,8,6,2,14,88,42,11,85,99,50,103,9,30,47,23,29
"OTU439",32,29,24,14,16,17,47,35,37,48,54,48,15,21,8,5,8,7,3,23,22,16,7,10,2,11,6,6,10,13,17,11,18,12,7,2
"OTU438",2,15,4,2,1,2,3,0,1,3,6,2,2,3,1,8,2,5,2,2,1,7,3,0,1,14,13,3,2,6,23,22,12,10,4,2
"OTU343",7,1,16,25,10,16,3,1,2,1,0,1,24,9,4,19,48,16,10,4,3,3,0,7,0,2,0,0,1,0,0,0,0,1,0,0
"OTU342",9,3,3,3,6,3,5,4,7,9,8,9,1,0,1,3,5,1,0,5,9,5,3,3,22,55,17,44,40,107,58,44,47,23,30,33
"OTU341",1,0,2,8,7,22,81,11,1,0,0,0,1,1,5,0,0,4,23,0,0,2,0,27,1,1,1,3,7,6,0,0,0,0,0,0
"OTU340",6,26,9,2,1,1,3,2,5,7,3,6,21,17,4,22,6,0,2,5,10,3,7,8,2,18,88,2,7,7,62,48,11,12,4,4
"OTU347",29,17,39,27,18,15,49,26,10,12,19,9,18,17,3,7,21,15,16,16,3,8,17,21,15,34,26,13,14,43,27,4,2,2,3,11
"OTU346",5,1,4,6,4,3,2,3,8,6,5,12,7,5,4,2,11,1,4,14,7,4,2,10,13,26,7,13,9,17,8,28,27,23,25,23
"OTU345",40,35,10,7,1,3,0,7,3,11,12,10,30,6,3,40,21,11,4,10,24,43,69,3,1,14,11,4,1,1,10,6,4,3,1,2
"OTU344",1,1,1,1,0,1,0,0,0,0,0,0,18,14,2,36,19,10,1,22,37,39,24,4,4,25,23,10,8,15,23,45,35,17,20,16
"OTU655",3,0,21,19,7,8,1,0,0,4,3,4,7,6,1,4,11,8,6,10,9,7,0,1,0,0,0,1,1,1,0,1,0,1,0,1
"OTU654",8,12,9,2,1,1,2,5,7,0,7,1,0,1,0,2,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,1,0,1,0
"OTU158",24,12,41,99,88,66,13,33,85,14,14,23,32,32,22,15,47,94,84,29,45,44,16,16,84,55,35,109,67,11,11,18,49,26,49,28
"OTU159",1,2,2,1,1,6,0,1,3,1,5,1,12,11,32,8,26,31,13,20,15,11,7,15,93,105,38,163,139,61,42,48,56,30,137,106
"OTU651",0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,2,2,0,0,2,3,24,21,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU650",0,1,5,3,0,1,2,1,1,6,1,1,3,6,5,4,3,1,0,2,1,1,0,3,1,6,4,0,1,4,1,1,2,0,0,1
"OTU653",1,2,3,2,0,1,1,3,2,1,4,3,2,7,2,3,8,7,1,4,4,0,4,2,0,3,1,2,5,4,0,4,3,0,3,3
"OTU652",3,5,2,0,2,2,6,5,2,6,14,4,0,1,4,1,0,1,0,6,2,7,1,5,3,2,8,5,7,11,14,6,4,6,4,8
"OTU152",13,14,19,22,13,59,97,195,75,38,16,33,64,73,29,81,86,27,25,53,99,73,48,37,9,37,13,15,14,16,29,19,18,14,21,32
"OTU153",3,2,16,70,132,290,32,0,4,1,1,3,3,3,5,1,17,60,203,0,0,0,0,174,59,13,2,103,318,38,0,0,1,0,7,2
"OTU150",5,1,8,19,29,65,201,121,61,29,2,12,1,2,7,1,1,15,1,0,0,11,2,3,0,9,1,1,1,8,1,1,2,19,0,1
"OTU151",20,0,2,11,36,42,5,3,0,0,0,0,6,1,1,10,2,31,102,0,2,0,1,8,31,41,198,27,59,4,5,0,0,1,1,0
"OTU156",73,71,154,113,48,46,61,46,32,94,237,127,73,79,22,56,51,36,32,80,169,146,37,56,10,31,17,31,33,42,32,14,6,30,8,1
"OTU157",2,2,5,47,87,73,143,95,29,19,2,4,2,9,5,0,3,13,13,3,1,10,1,11,0,0,0,3,0,0,0,0,0,1,0,0
"OTU154",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,11,13,181,8,2,3,170,25,5,3,3,1
"OTU155",10,8,9,0,2,1,2,1,1,3,3,3,33,3,1,68,8,1,2,1,3,8,14,2,6,95,214,1,4,0,85,31,3,10,4,0
"OTU938",0,5,2,4,8,2,22,10,9,11,5,1,2,2,0,2,1,1,1,2,3,3,1,0,2,4,3,2,3,22,2,5,1,4,2,5
"OTU939",0,0,0,0,0,0,0,0,0,1,1,3,6,0,0,1,2,4,0,1,3,1,0,1,0,5,0,0,1,3,0,3,0,1,0,1
"OTU1020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"OTU924",0,0,1,0,1,3,0,4,0,1,0,2,1,1,4,1,4,1,11,2,1,3,2,0,25,16,116,24,15,6,20,36,166,23,37,12
"OTU930",0,0,0,1,0,0,3,0,0,1,0,1,0,7,2,5,1,2,0,1,3,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0
"OTU888",0,0,0,2,2,1,5,2,0,5,1,3,0,0,2,1,2,0,0,1,2,0,0,1,0,4,0,0,3,3,0,0,0,0,1,1
"OTU932",6,8,2,1,0,1,3,0,1,0,1,0,0,1,1,6,0,0,1,0,0,2,2,1,0,0,0,1,2,1,3,4,0,0,0,0
"OTU933",34,31,99,65,20,23,12,27,56,129,115,159,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,2
"OTU934",0,0,1,0,0,0,16,9,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
"OTU935",0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,0,0,3,6,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU936",0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0
"OTU889",0,1,1,1,1,1,7,1,2,4,4,1,5,0,2,4,1,0,4,3,1,1,0,1,0,2,2,0,1,6,6,0,5,2,1,3
"OTU1037",0,0,0,0,0,0,3,2,1,1,0,1,0,2,0,0,1,1,0,4,0,1,0,2,0,1,0,0,1,2,0,2,0,1,0,0
"OTU800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,2,2,0,0,0,0,0,0,0
"OTU921",0,0,3,2,2,3,0,2,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"OTU1189",0,1,0,0,0,0,1,1,0,1,0,0,1,3,2,0,1,0,1,3,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU1187",1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1186",0,1,0,0,1,1,0,2,1,1,1,1,1,4,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,2,0,0,1,2,0,1
"OTU899",1,1,3,0,5,2,3,0,1,2,0,6,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,2,1,0,0,2,0,1,3,0
"OTU920",0,0,2,0,0,0,0,0,2,0,0,0,4,2,1,0,0,0,1,3,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0
"OTU1183",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,1,3,2,0,0,1,0,0,0,0,2,0,0,1,1,0
"OTU1035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU1181",0,1,0,0,1,0,1,0,0,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0
"OTU1180",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
"OTU237",3,1,0,0,1,1,0,0,0,0,0,0,37,17,19,62,39,19,3,22,33,34,18,6,0,3,5,0,0,0,0,0,1,2,0,0
"OTU236",73,44,56,20,5,4,2,0,3,14,13,22,1,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,3,2,0,0,0,0,2
"OTU235",40,26,26,21,13,29,17,21,24,9,23,11,35,35,16,74,59,59,30,21,27,48,63,24,19,6,36,27,24,12,19,32,23,27,20,7
"OTU234",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,45,30,14,39,49,14,22,24,43,41,74,39
"OTU233",29,33,23,30,23,29,169,92,51,36,41,28,18,74,56,12,45,14,30,53,49,47,23,92,12,24,19,16,39,80,14,30,31,26,32,50
"OTU232",2,1,2,1,2,2,1,3,1,1,3,0,33,50,42,18,52,21,18,61,82,56,18,41,9,31,28,5,38,59,39,40,35,33,16,21
"OTU231",13,16,3,4,0,1,1,0,0,1,10,5,53,6,2,87,12,2,6,12,17,73,123,6,0,4,23,1,2,0,36,10,8,4,0,0
"OTU230",55,175,102,40,43,78,83,47,76,113,177,79,30,56,22,34,44,12,17,47,54,61,37,32,6,26,10,5,15,31,20,15,13,22,19,24
"OTU1060",0,0,0,4,3,2,0,0,0,0,1,0,0,0,1,1,0,2,3,0,0,0,2,0,1,0,0,4,4,0,0,1,0,0,0,0
"OTU1033",0,1,1,0,0,1,0,0,1,0,0,2,2,1,0,0,1,1,1,2,6,0,3,3,1,2,1,1,0,1,0,2,1,4,1,1
"OTU1062",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0
"OTU1063",0,0,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1064",0,4,16,0,3,1,0,1,2,9,2,2,1,0,0,0,0,1,1,0,0,4,3,0,1,3,2,0,0,0,1,0,5,5,0,1
"OTU886",2,0,5,3,3,0,7,0,1,0,0,1,1,0,0,2,0,0,1,2,0,1,0,1,2,11,0,4,0,0,1,0,1,1,0,1
"OTU239",53,68,42,20,29,25,26,29,29,47,41,70,35,19,28,23,4,14,14,23,26,9,8,15,9,10,14,5,16,47,10,14,11,21,11,32
"OTU238",27,197,8,1,1,0,3,5,2,9,68,6,4,2,5,9,3,1,1,0,3,39,74,1,1,3,16,1,0,2,52,1,5,1,4,4
"OTU892",0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0
"OTU1165",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,1,1,0,1
"OTU887",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,1,0,0,1,2,0,6,4,0,0,3,1,0,3,0,1,0
"OTU706",11,2,9,4,1,1,2,3,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,5,2,1,0,3,5,1,4,3
"OTU1164",0,0,2,1,0,4,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,1,1,1,0,1,1
"OTU898",2,1,2,1,1,1,9,4,1,4,4,2,6,5,6,10,3,2,1,3,16,2,2,3,0,3,2,0,0,1,1,1,1,1,0,2
"OTU880",0,1,2,0,0,2,0,1,1,0,2,2,1,1,2,2,2,1,0,4,4,2,3,0,2,2,2,2,1,8,8,1,4,2,0,2
"OTU1030",0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,4,2,1,4,3,2,1,0,0,1,0,0,0,0,3,1,1,1,0
"OTU881",0,0,0,3,0,5,3,2,5,1,5,0,3,3,3,0,2,1,3,2,2,0,4,3,0,3,0,0,0,1,1,0,1,0,1,3
"OTU61",108,175,221,168,102,124,197,248,234,243,332,243,247,297,198,161,320,124,108,354,385,252,147,208,75,243,154,72,117,164,225,286,188,199,84,155
"OTU60",55,88,83,46,40,40,102,68,47,84,112,78,253,316,222,130,286,101,115,360,283,255,178,299,32,111,83,38,71,193,140,92,110,122,57,77
"OTU63",374,421,257,176,240,318,278,369,318,129,481,106,15,7,19,22,17,20,21,7,14,48,31,18,7,17,34,7,17,6,94,8,4,6,3,2
"OTU62",45,91,114,41,34,86,157,109,100,105,144,152,137,254,225,75,189,108,127,296,258,208,124,209,97,276,208,126,203,466,619,282,341,244,138,213
"OTU65",461,562,296,73,55,99,184,42,83,42,180,91,322,96,56,403,215,78,73,104,194,372,498,194,48,138,477,81,96,123,322,187,84,111,63,56
"OTU64",123,240,145,96,68,80,233,343,223,274,322,369,115,95,44,281,77,20,14,95,207,188,168,96,11,59,33,7,42,180,37,67,57,96,75,209
"OTU67",18,11,30,27,26,50,6,4,9,19,13,20,2,8,3,8,7,16,13,10,10,5,9,7,438,602,595,545,339,117,608,297,441,433,173,84
"OTU66",40,49,13,4,2,0,3,5,3,5,16,16,119,8,3,322,110,37,4,33,58,247,783,5,5,22,31,6,4,23,49,10,22,6,6,52
"OTU69",52,40,69,28,24,13,10,7,10,19,97,22,334,477,341,184,466,196,192,471,446,371,183,450,1,14,2,1,2,3,7,10,0,20,0,2
"OTU68",70,132,105,73,67,81,49,33,68,73,110,82,126,67,35,157,93,109,80,100,95,143,135,91,384,336,768,144,404,147,766,362,247,328,135,105
"OTU734",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2,2,0,3,1,0,0,1,0,1,1,2,0,0,2,1
"OTU883",8,3,9,1,1,1,5,0,0,0,0,0,5,0,0,9,4,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU808",0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,2,4,0,0,0,4,8,6,2,0,1,0,0,0,0,1,0,0,0,0,0
"OTU809",8,6,4,1,1,0,5,0,1,2,10,7,2,4,0,3,10,0,0,3,6,6,3,4,0,2,1,0,1,5,5,4,2,5,0,0
"OTU802",2,1,1,5,6,1,1,1,3,3,4,1,2,0,1,0,0,0,0,0,2,0,0,0,4,5,1,6,2,1,4,1,1,0,0,1
"OTU1135",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,0,2,0,0,0,0,0,0
"OTU1096",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU1132",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU781",0,0,0,0,0,2,0,0,0,0,1,1,18,8,12,22,11,17,12,12,10,17,30,4,0,0,1,0,0,0,0,0,0,1,0,0
"OTU1100",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU952",29,15,11,34,30,14,174,100,84,30,41,73,0,2,1,2,0,2,0,1,1,5,4,5,1,3,2,5,4,30,3,3,14,1,8,3
"OTU988",1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1
"OTU1114",15,3,15,18,42,2,0,7,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1
"OTU1115",1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1116",1,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1117",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
"OTU1110",1,1,1,1,1,1,2,0,0,1,1,2,0,1,1,0,2,0,0,0,0,1,0,2,0,0,0,1,1,2,1,1,1,0,0,1
"OTU1111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0
"OTU1112",0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,0,2,0,0,1,1,0,1,2,0,0,1,1,2,4,1,0,0,3,1,0
"OTU1113",0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0
"OTU1185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU1131",0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1118",0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0
"OTU1119",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"OTU803",4,17,4,3,0,0,0,1,1,2,18,7,7,5,1,3,5,1,0,4,3,4,22,4,2,2,6,0,1,2,9,3,2,1,2,1
"OTU951",1,2,4,2,4,2,3,4,4,2,2,2,1,0,0,3,2,0,0,0,1,1,1,1,1,2,10,0,2,2,5,4,0,6,3,3
"OTU750",0,1,0,0,1,1,3,4,1,0,1,0,3,4,3,3,0,1,3,7,3,3,0,5,0,1,0,1,2,3,1,7,2,1,1,4
"OTU751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,5,1,0,0,0,0
"OTU1034",0,0,1,1,0,0,3,1,4,4,1,0,2,2,2,0,1,0,0,2,2,1,0,3,0,0,0,0,0,2,0,3,1,3,2,2
"OTU885",0,2,1,1,1,0,3,0,0,0,1,1,3,3,2,1,2,0,0,2,4,2,0,4,1,2,0,3,1,3,1,1,0,2,0,0
"OTU978",0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0
"OTU954",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU979",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1
"OTU756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,2,0,0,0,0,0,1,0
"OTU884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,7,1,1,0,0,0,0,0,1
"OTU774",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0
"OTU757",1,4,1,1,1,0,5,9,2,8,2,0,2,5,5,5,2,0,1,0,3,1,2,3,3,9,3,1,4,8,9,9,4,4,1,8
"OTU611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,2,11,2,1,1,2,6,3,8,4
"OTU610",10,38,3,2,1,1,1,0,0,0,13,2,3,2,1,6,1,2,0,1,4,11,10,0,0,0,1,0,0,0,0,1,0,0,0,0
"OTU620",0,1,1,0,2,1,0,2,0,0,1,0,14,15,7,0,7,1,6,2,5,8,6,16,0,1,0,0,0,1,0,0,4,1,0,2
"OTU613",7,4,7,5,3,6,2,0,15,8,11,3,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,3,3,1,3,0,0
"OTU621",5,0,13,6,3,0,6,4,7,4,5,4,0,1,0,0,1,0,0,0,1,3,1,1,2,7,3,6,9,21,1,11,10,9,12,21
"OTU612",3,0,2,1,3,18,0,1,0,2,0,1,0,0,0,0,0,1,2,3,1,0,0,3,424,503,630,399,197,25,496,111,200,116,207,56
"OTU1008",7,7,4,0,0,1,2,3,2,4,5,2,6,2,4,3,4,0,6,2,0,5,14,2,0,0,2,0,1,1,4,0,0,1,0,5
