"","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12"
"OTU1085",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
"OTU1066",4,2,2,3,0,2,1,5,4,5,5,3,1,2,1,0,1,1,0,0,0,2,1,0,4,0,3,2,0,2,1,3,4,7,2,5
"OTU1067",0,11,8,0,0,0,0,0,0,3,4,0,0,2,0,0,5,0,1,0,0,0,0,0,3,2,4,0,0,0,6,4,0,5,1,2
"OTU1083",0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1
"OTU882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,1,3,1,8
"OTU1010",3,1,1,1,1,1,2,2,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1089",0,1,0,0,0,1,1,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,3,2,1,1
"OTU869",1,0,2,0,0,0,2,1,0,6,1,3,5,4,1,0,4,2,2,6,4,2,1,1,1,2,1,3,3,5,3,1,2,4,1,7
"OTU529",0,2,2,4,1,1,0,2,0,0,3,5,0,1,0,0,1,2,0,0,2,1,1,1,3,6,1,0,4,2,2,5,3,8,8,15
"OTU528",0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,12,8,2,13,19,8,17,10,12,7,14
"OTU523",1,0,0,8,12,23,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,11,36,33,0,0,0,0,0,1
"OTU522",8,9,8,6,2,3,8,1,13,9,6,7,2,2,1,1,4,2,4,7,7,0,3,1,2,10,0,3,8,14,8,10,12,4,21,5
"OTU521",2,3,5,10,10,5,5,12,13,2,9,5,1,3,3,0,2,2,5,2,1,5,1,4,14,13,9,15,19,10,11,14,13,8,3,13
"OTU520",4,1,3,7,3,2,2,4,8,0,4,0,2,3,2,0,13,5,6,6,14,2,3,3,9,23,1,11,8,15,6,1,1,2,0,10
"OTU527",3,6,11,11,4,8,8,15,14,7,7,13,10,15,5,13,7,8,3,8,16,10,3,11,3,11,3,11,5,19,3,16,25,11,15,24
"OTU526",0,1,4,7,0,3,4,4,3,2,3,1,5,6,20,15,9,10,6,4,7,9,34,8,1,3,1,0,1,1,1,0,0,2,3,10
"OTU525",1,3,4,4,10,5,22,18,8,17,5,8,10,17,10,4,5,5,11,18,14,9,9,16,3,5,3,0,6,15,3,10,0,9,4,11
"OTU524",10,4,9,8,3,6,5,4,7,24,18,29,4,13,4,4,9,4,0,8,15,10,3,1,0,1,0,0,0,0,0,0,1,1,0,0
"OTU98",16,12,20,28,14,22,3,30,24,22,21,15,121,112,193,86,112,154,123,99,126,100,103,87,38,45,65,47,42,31,78,46,70,55,144,104
"OTU99",428,750,224,254,149,126,21,66,174,149,359,265,92,41,63,191,107,122,44,81,122,166,418,26,5,7,4,2,3,2,8,2,1,4,3,0
"OTU989",0,0,0,0,2,0,3,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
"OTU94",11,10,21,14,11,14,38,9,17,26,20,13,171,190,63,99,138,40,50,151,139,79,23,80,8,29,18,2,8,38,11,17,2,9,1,13
"OTU95",4,8,12,125,340,274,104,94,208,157,7,20,8,21,15,7,27,31,33,14,7,12,6,55,14,19,3,2,10,10,10,7,7,8,8,2
"OTU96",96,196,161,102,70,102,211,137,147,176,275,209,55,51,26,56,54,33,26,69,74,66,67,79,26,96,48,47,39,120,104,82,81,98,61,51
"OTU97",80,178,173,161,124,99,150,86,121,233,302,301,91,262,121,66,179,80,85,197,188,167,108,179,36,76,42,29,78,335,94,93,63,140,81,151
"OTU90",77,143,101,46,25,36,36,53,43,108,171,156,163,200,153,192,207,79,67,212,289,260,226,127,7,21,3,6,10,16,39,18,21,49,16,12
"OTU91",5,5,4,0,2,8,3,3,1,4,4,6,14,7,2,20,17,7,3,12,9,10,9,7,73,347,234,105,62,45,166,430,287,169,138,45
"OTU92",28,10,48,56,73,109,78,59,114,58,30,46,30,29,20,17,37,29,34,29,28,22,18,33,135,187,120,188,330,159,100,50,160,98,142,71
"OTU93",9,29,19,10,6,16,27,8,5,14,43,10,155,114,43,117,147,69,66,167,162,249,188,87,6,22,33,18,30,71,78,28,24,30,7,19
"OTU318",0,7,6,1,5,2,8,12,7,6,7,4,22,44,20,25,39,18,11,40,56,52,45,23,0,6,1,3,2,6,2,2,2,2,1,4
"OTU319",15,26,45,39,19,28,94,97,62,75,49,77,16,50,26,20,42,13,15,34,61,30,22,36,16,29,20,16,37,56,28,52,46,36,27,62
"OTU310",1,5,7,4,5,16,51,13,13,4,5,3,21,37,29,49,34,21,34,31,45,59,57,81,0,6,6,5,17,9,4,2,3,8,2,3
"OTU311",9,7,16,52,49,87,30,38,35,10,4,5,5,6,23,4,11,22,16,5,3,2,3,12,3,0,0,5,4,0,0,0,2,0,3,0
"OTU312",15,20,9,31,16,22,8,31,35,14,13,16,1,0,0,0,0,1,0,0,0,0,0,0,9,3,8,8,7,0,3,2,2,4,7,4
"OTU313",5,7,12,7,8,8,20,5,5,8,32,8,10,41,13,4,29,4,13,20,28,16,8,26,3,31,8,3,6,18,12,18,11,5,4,4
"OTU314",21,19,23,15,23,19,86,57,38,91,35,51,50,69,46,29,22,8,21,59,41,24,20,39,14,32,32,14,24,98,30,31,23,27,18,65
"OTU315",107,107,158,203,217,239,24,150,299,237,156,217,567,293,489,405,580,919,567,543,545,394,284,185,31,32,10,23,16,3,19,20,20,49,32,16
"OTU316",5,14,12,8,10,6,9,10,13,21,20,16,2,5,5,4,2,4,3,10,12,4,5,2,11,28,23,27,20,28,38,38,28,24,18,33
"OTU317",10,7,18,18,7,15,15,35,45,12,13,31,23,22,46,33,25,17,12,34,24,18,18,15,4,4,2,10,4,5,8,6,14,4,12,4
"OTU729",2,0,3,3,0,0,2,5,2,2,4,5,2,10,2,3,2,3,2,8,4,5,1,2,2,13,2,0,8,6,7,7,6,6,3,3
"OTU417",0,0,1,6,17,24,6,4,15,2,0,0,1,7,4,0,0,9,27,0,1,0,0,37,23,4,3,21,36,12,0,0,4,5,12,6
"OTU416",15,12,15,7,8,7,18,12,9,9,14,12,1,2,1,2,6,1,3,3,1,0,1,1,12,10,4,14,6,23,13,12,31,16,14,26
"OTU415",8,7,13,10,3,8,1,2,4,11,12,30,10,27,9,9,12,5,4,11,21,16,7,7,0,6,0,0,3,3,2,3,3,2,5,5
"OTU414",4,2,6,3,11,7,19,19,12,17,13,5,17,27,15,12,7,8,8,22,13,10,4,3,7,16,12,3,9,45,5,13,11,15,11,25
"OTU413",2,0,3,1,1,3,4,3,4,2,5,4,20,21,6,19,16,6,4,11,22,20,18,8,1,7,6,1,2,12,10,12,4,7,4,16
"OTU412",9,8,10,14,3,4,13,20,12,19,15,24,16,30,22,10,16,7,9,29,24,16,9,12,10,26,10,7,21,50,19,27,33,43,16,34
"OTU411",9,0,21,23,31,16,4,0,1,7,0,4,3,1,0,4,3,0,6,4,0,1,1,1,7,9,7,13,2,5,1,0,2,3,3,2
"OTU410",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,15,12,4,20,34,18,17,9,11,10,16
"OTU794",6,1,3,1,0,1,1,1,0,0,0,3,1,0,0,1,1,0,0,2,2,0,0,0,1,6,6,2,1,0,2,1,4,2,2,5
"OTU795",0,0,0,0,1,0,1,0,0,0,0,0,3,7,6,4,2,3,1,5,3,2,0,4,0,0,0,1,0,0,0,1,0,0,0,0
"OTU796",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,11,1,0,0,0,0,0,0,1,1,0,0,0,0
"OTU797",0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,5,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1
"OTU790",11,15,6,4,1,0,1,3,6,3,5,10,1,1,0,4,4,0,0,1,1,5,4,1,0,1,0,0,0,0,0,0,0,1,0,0
"OTU791",0,0,2,0,2,0,0,0,1,0,4,0,2,4,2,1,0,1,0,1,1,2,1,0,2,1,0,2,1,5,1,3,1,1,0,2
"OTU419",55,2,13,2,1,0,2,0,0,0,0,0,11,1,0,31,2,1,2,0,0,2,1,3,1,3,16,0,0,1,2,0,0,0,0,0
"OTU370",16,25,30,23,7,6,22,29,17,40,55,52,3,5,0,4,5,1,1,8,13,6,1,4,1,8,0,0,0,10,5,6,9,4,5,5
"OTU857",0,0,0,1,1,1,2,2,2,0,1,1,2,3,4,2,2,1,2,3,6,1,1,1,1,2,0,2,4,0,0,2,4,5,6,13
"OTU807",3,2,1,2,5,0,3,4,2,5,6,1,0,1,3,0,0,0,0,5,4,1,1,2,2,0,0,0,2,4,2,7,2,0,4,1
"OTU309",6,2,4,42,104,52,24,1,10,32,0,14,2,9,0,4,45,41,35,15,5,6,1,8,78,38,6,141,38,30,1,3,22,16,14,4
"OTU558",1,0,3,3,0,0,2,3,1,5,2,2,6,11,3,1,6,0,1,3,4,2,1,4,0,13,6,0,2,4,4,3,0,2,0,1
"OTU559",20,24,13,7,5,3,7,4,5,5,21,8,13,5,3,13,8,4,2,8,6,15,9,3,3,9,14,2,3,7,10,5,7,4,2,1
"OTU556",1,3,1,0,1,2,16,7,0,4,2,5,4,8,4,6,7,2,7,8,6,6,2,9,0,1,2,0,2,5,4,2,0,3,0,1
"OTU557",0,1,2,1,0,0,0,0,0,0,14,1,4,27,4,1,3,1,0,3,9,12,1,1,0,0,0,0,0,0,0,5,2,2,0,0
"OTU554",8,1,22,14,11,9,15,1,0,1,1,4,12,1,0,5,12,7,5,1,2,1,0,7,4,11,2,12,8,4,2,2,1,0,0,0
"OTU263",24,32,50,36,32,29,47,68,34,69,58,88,38,35,25,25,30,31,17,74,56,28,20,34,21,37,11,35,30,75,38,29,40,49,30,64
"OTU552",1,2,2,1,1,4,4,3,0,2,3,3,5,6,3,3,8,0,2,4,9,7,4,7,4,16,6,6,13,17,22,6,5,13,4,16
"OTU553",6,5,14,2,4,2,3,6,6,9,5,6,8,13,3,4,7,4,2,10,7,3,2,3,2,10,7,3,5,2,6,9,4,2,3,1
"OTU550",0,1,0,1,0,0,19,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,1,0,0,3,6,0,0,2,1,2
"OTU551",1,2,3,3,0,3,8,2,3,9,4,9,1,9,5,2,7,3,1,8,5,2,4,6,1,1,3,5,6,14,4,5,0,12,2,6
"OTU776",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,18,6,0,1,0,0
"OTU777",2,4,2,1,2,2,9,7,1,5,2,3,8,7,4,2,1,1,1,5,5,5,2,2,1,1,3,0,1,1,2,3,1,1,3,2
"OTU758",3,3,6,5,2,8,9,7,5,4,4,14,3,2,3,1,3,1,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"OTU424",8,9,14,7,14,15,34,23,26,37,19,44,9,29,17,8,11,12,8,21,24,19,15,12,12,17,12,13,20,48,19,29,34,50,21,28
"OTU772",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,12,0,0,0,0,0,8
"OTU773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,4,9,8,6,5,4,1,6,9
"OTU679",14,1,13,20,6,3,3,5,5,2,1,1,1,1,0,1,2,1,1,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0
"OTU678",1,0,0,0,0,0,3,1,1,0,2,2,2,0,2,1,1,1,2,1,0,2,0,0,0,2,6,1,2,2,0,3,5,2,2,3
"OTU677",0,0,0,0,0,2,1,0,0,0,0,0,2,3,1,2,1,2,0,1,1,0,3,8,0,0,0,0,2,14,2,0,0,3,0,4
"OTU676",1,1,1,2,4,1,12,5,1,8,1,7,11,18,7,6,3,0,3,5,2,1,0,13,3,16,10,1,5,15,0,9,0,10,3,9
"OTU675",3,0,3,4,4,9,13,10,4,1,1,1,13,6,8,10,23,4,10,3,1,3,7,9,0,1,0,0,0,0,0,0,0,2,0,2
"OTU674",248,229,318,130,141,164,462,353,246,537,538,660,127,138,179,88,124,107,73,249,199,172,115,129,44,103,78,52,78,319,190,307,208,194,66,96
"OTU673",1,4,1,1,1,0,4,5,2,5,3,4,5,2,3,4,2,5,1,7,9,5,2,2,0,4,1,2,2,3,2,4,2,5,1,5
"OTU672",2,2,6,1,3,3,12,4,5,3,3,2,9,17,6,0,8,4,7,8,12,5,3,8,1,4,4,3,2,8,1,6,4,8,3,7
"OTU671",1,0,5,3,1,3,8,0,1,5,1,2,7,8,1,5,6,1,4,7,3,2,0,5,0,5,2,0,4,5,0,1,1,1,0,1
"OTU670",3,2,4,4,0,0,1,1,2,2,0,1,3,1,2,1,1,4,2,0,1,0,3,1,5,4,3,3,3,4,3,0,1,0,4,1
"OTU599",1,1,2,2,0,4,6,5,9,12,5,3,0,0,3,0,0,1,0,2,0,1,0,1,3,4,2,4,5,14,3,6,9,10,13,12
"OTU851",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU389",3,1,4,14,19,30,54,27,12,0,0,3,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU388",8,0,6,19,12,9,26,21,5,6,5,20,1,1,2,0,3,3,1,1,0,2,0,3,7,55,9,21,3,39,9,11,21,3,4,17
"OTU387",3,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,3,1,0,1,4,6,1,19,12,40,20,6,4,28,12,8,1,17,15
"OTU386",5,14,1,1,0,0,2,0,0,2,9,1,6,3,1,8,6,0,0,4,6,46,64,2,0,1,0,0,2,0,0,0,1,0,0,0
"OTU385",24,30,24,19,10,5,12,16,20,22,36,36,9,4,5,4,8,2,3,3,6,7,7,7,3,11,11,11,3,24,16,17,12,5,9,8
"OTU384",7,9,16,16,6,5,8,20,10,27,6,35,17,28,19,13,27,13,6,35,25,20,13,15,8,22,5,15,11,13,10,20,26,43,30,28
"OTU383",17,22,30,17,21,13,82,30,24,29,57,18,51,43,18,43,31,4,12,36,34,24,16,35,6,50,45,5,19,45,65,42,16,22,5,18
"OTU382",3,3,3,3,0,3,2,1,3,5,4,3,13,9,2,9,8,10,4,5,6,10,9,13,4,12,8,8,21,5,2,5,0,3,2,1
"OTU381",7,8,21,10,21,12,35,29,17,42,19,20,7,16,4,10,6,4,7,8,3,4,4,8,11,22,22,0,11,32,11,26,13,11,3,31
"OTU380",7,6,10,5,11,3,11,12,9,15,18,11,27,35,5,13,11,2,9,23,11,23,15,14,1,8,1,1,3,4,4,4,7,5,0,9
"OTU759",1,2,2,0,0,1,2,1,1,0,1,1,1,2,1,0,2,0,1,2,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0
"OTU1043",0,0,2,0,1,0,0,1,0,0,0,1,2,0,6,3,1,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1040",4,1,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,3,1,1,0,0,0
"OTU1041",2,2,4,3,1,1,1,2,0,4,2,3,7,3,1,6,3,6,0,1,3,2,3,1,1,1,0,0,0,2,1,0,3,0,0,1
"OTU1046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"OTU1047",0,4,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1044",0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6,0,0,9,4,0,0,0,0,0,0,0
"OTU1045",0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1017",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0
"OTU1048",0,0,0,2,1,3,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU1049",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,17,9,4,19,19,6,1,15,13,25,27,28
"OTU702",2,5,12,1,1,1,3,2,2,1,6,1,3,0,0,2,1,3,0,1,2,6,1,2,0,0,0,0,1,0,0,1,2,1,0,0
"OTU251",20,24,22,10,19,27,16,10,22,16,26,18,22,27,14,39,35,33,33,17,19,42,41,55,14,17,41,30,33,5,72,16,11,32,8,5
"OTU250",1,1,11,35,60,84,67,17,23,21,6,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU253",19,34,53,37,33,48,89,75,76,79,67,80,31,58,33,18,21,25,19,51,51,29,10,30,13,9,5,11,11,32,23,20,12,16,9,24
"OTU252",8,19,10,8,10,19,7,3,5,10,13,12,67,26,6,124,28,36,23,35,48,78,85,14,6,17,39,4,8,5,37,23,12,14,2,0
"OTU255",3,0,0,0,4,3,0,1,1,0,0,0,1,0,0,0,1,5,46,0,0,0,0,15,39,14,14,16,57,0,0,1,0,0,0,1
"OTU254",2,7,14,2,5,6,9,4,7,13,14,8,41,45,27,17,28,26,31,58,72,54,40,23,18,28,17,22,12,23,59,34,35,38,6,13
"OTU257",30,32,39,20,22,15,72,43,38,43,75,38,1,0,0,0,0,2,1,1,1,3,0,1,2,5,8,2,4,5,21,10,6,9,3,7
"OTU256",0,1,0,0,0,0,0,0,0,0,1,0,21,15,17,51,26,15,8,15,26,46,97,16,0,5,0,1,0,0,3,0,0,0,0,0
"OTU259",11,10,14,20,26,12,57,51,40,81,25,30,15,57,19,13,13,7,21,21,15,14,9,29,16,41,31,11,27,78,29,45,23,21,10,63
"OTU258",0,0,0,60,34,33,0,0,0,0,0,0,0,0,0,0,0,39,52,0,0,0,0,0,57,0,0,64,39,0,0,0,0,0,0,0
"OTU709",3,1,7,13,8,6,10,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,3,4,0,1,0,0,0,0
"OTU708",2,0,1,2,1,2,5,6,3,7,1,2,1,7,3,1,0,1,1,4,5,4,5,2,0,6,4,0,1,7,2,3,4,3,3,0
"OTU1162",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,0,1
"OTU976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,4,4,0,0,0,1
"OTU1153",2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,1,0,1
"OTU1190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,0,5,0,0,1,1,0,2
"OTU488",13,7,9,7,13,8,18,22,7,15,15,7,2,2,1,4,0,3,3,0,1,3,3,5,2,12,3,2,8,7,6,3,1,0,2,6
"OTU1148",2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
"OTU1002",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"OTU426",2,7,5,1,1,2,9,5,3,7,7,3,1,15,0,0,2,0,3,2,3,3,1,3,0,4,3,1,1,6,17,5,1,8,0,0
"OTU856",2,1,0,1,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,0,1,0,7,0,0,2,6,0,0,0,2,1,0,1,0,0
"OTU49",140,303,96,58,88,63,176,102,66,69,196,57,62,47,42,48,59,22,19,31,55,68,56,55,98,553,486,110,238,385,546,518,320,246,108,289
"OTU48",15,15,37,43,19,25,4,7,18,17,19,38,147,33,95,136,157,142,72,81,108,121,68,43,358,346,202,311,177,44,276,566,620,722,490,158
"OTU47",61,27,72,297,643,580,100,187,258,379,36,198,53,314,149,107,153,385,341,184,109,47,62,248,10,7,34,7,19,12,9,21,22,8,27,7
"OTU46",18,30,37,39,37,46,81,165,67,65,52,70,7,6,4,5,6,9,1,12,5,9,4,4,435,1017,648,476,657,1844,679,950,846,615,840,1511
"OTU45",102,110,196,161,192,118,330,343,243,742,156,383,217,418,146,262,86,66,50,203,194,90,83,173,18,76,63,2,36,127,39,57,33,60,25,154
"OTU44",8,7,6,25,141,212,201,86,115,52,5,19,15,50,36,17,28,42,110,32,27,18,9,57,500,130,113,243,799,239,66,57,181,391,151,110
"OTU43",210,203,323,190,168,221,518,1094,459,475,488,523,18,14,3,8,15,8,10,12,27,41,17,7,15,41,35,14,21,54,55,53,40,51,29,44
"OTU42",622,1124,366,284,960,798,1102,935,1091,576,762,364,646,630,414,1029,531,849,1501,710,610,976,1898,1592,162,210,268,61,532,736,293,208,118,251,389,763
"OTU41",3,5,11,46,152,503,320,31,26,21,9,4,29,253,576,28,84,2016,4199,54,59,25,10,1730,4585,197,78,3132,1558,60,47,85,148,62,285,28
"OTU40",6,3,17,10,15,46,16,28,34,18,17,15,3,18,18,5,10,11,4,16,15,4,3,7,326,477,52,590,562,475,30,242,351,169,487,449
"OTU1084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"OTU58",53,22,106,60,43,81,233,243,85,100,121,117,240,256,156,155,409,128,113,281,313,219,139,222,1,11,5,2,2,6,2,4,3,18,0,0
"OTU425",4,2,0,2,1,8,52,26,14,3,0,3,15,6,8,4,12,8,13,10,10,12,7,9,9,49,26,14,15,14,35,20,22,21,19,10
"OTU59",4,1,3,2,6,5,2,5,5,2,2,1,109,217,631,91,181,406,425,140,131,76,70,322,94,68,53,114,84,24,76,71,81,86,121,65
"OTU422",2,1,1,8,6,6,0,0,0,0,0,1,0,0,0,0,1,7,33,0,0,0,1,2,2,7,9,6,7,0,9,4,0,0,1,0
"OTU423",7,9,5,4,10,16,13,7,5,2,2,2,3,7,3,4,4,5,17,1,2,6,5,52,3,2,2,0,14,28,2,2,0,1,3,12
"OTU174",65,74,162,43,20,48,87,67,55,67,106,53,40,35,16,38,46,6,7,39,38,48,30,29,12,90,46,32,31,67,72,73,84,104,81,103
"OTU175",20,29,35,74,113,156,32,179,242,91,44,62,7,6,39,6,8,14,18,10,5,6,2,13,4,3,2,3,13,1,3,2,8,9,11,7
"OTU176",65,257,46,8,3,7,9,16,20,17,79,32,38,17,13,99,19,4,6,12,57,234,320,15,0,3,2,0,0,2,3,0,0,2,3,0
"OTU177",150,195,125,45,22,24,35,17,20,21,150,46,62,26,6,72,28,7,9,11,32,70,97,11,8,29,76,1,10,17,93,34,13,13,4,3
"OTU170",4,6,3,6,9,10,13,11,11,0,6,2,3,5,5,4,2,11,8,9,3,5,12,22,27,29,20,15,116,192,19,17,18,29,80,146
"OTU171",72,68,136,75,48,53,86,82,70,111,89,95,111,103,38,55,87,33,34,85,95,46,34,45,49,135,101,46,70,104,127,115,98,84,32,65
"OTU172",13,12,8,11,13,18,11,8,7,5,9,10,48,108,30,44,25,8,39,10,14,18,34,58,3,21,60,2,19,26,62,35,17,13,9,25
"OTU173",0,0,0,1,0,4,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,59,154,62,51,11,86,174,125,61,89,35
"OTU1136",0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
"OTU970",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"OTU420",8,3,6,5,2,2,11,14,9,11,4,17,8,8,5,10,15,4,3,15,17,10,9,7,2,3,6,1,3,7,0,4,8,5,2,10
"OTU178",108,126,134,50,44,42,92,131,112,146,183,232,9,16,10,15,6,3,2,10,12,20,7,10,0,4,3,3,1,9,2,5,6,4,3,14
"OTU179",59,83,82,59,60,59,88,132,73,132,113,89,60,103,48,45,25,19,34,83,59,42,41,63,21,46,42,19,59,106,59,79,39,52,26,94
"OTU1039",0,1,2,0,4,0,0,2,1,2,0,0,3,4,1,2,1,0,0,1,2,1,2,0,0,2,0,1,3,2,0,3,1,1,1,4
"OTU1038",0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,2,6,0,2,4,5,3,0,5,0,4,1,0,1,1,3,1,1,1,1,0
"OTU657",0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,8,4,21,7,12,0,6,3,2,0,3,0
"OTU707",4,6,6,2,2,2,4,1,2,10,1,11,0,0,0,1,0,0,0,1,0,0,0,0,4,10,6,3,2,4,12,17,5,4,5,4
"OTU427",39,36,35,11,13,8,7,22,16,19,31,32,39,35,16,27,27,11,9,28,47,46,29,15,2,11,8,2,5,14,18,14,19,20,4,8
"OTU792",6,8,3,6,1,9,0,5,5,0,6,4,4,0,2,0,1,4,1,1,2,2,6,1,0,0,1,0,0,0,0,2,0,0,0,0
"OTU971",2,2,2,5,3,2,2,0,1,2,3,7,2,1,0,1,1,3,2,0,3,0,0,1,5,21,1,13,3,0,5,4,3,0,0,0
"OTU421",0,0,1,2,1,3,0,0,0,1,0,0,2,1,0,1,10,25,32,0,2,0,3,21,0,1,0,0,0,0,0,0,0,0,0,0
"OTU418",27,64,24,4,0,1,2,2,0,5,49,4,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,2,1,0,0,0,0
"OTU875",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU874",2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0
"OTU876",0,0,4,5,2,1,9,5,2,1,0,0,2,3,2,0,2,3,1,3,1,2,3,2,0,3,2,1,1,7,2,2,1,3,0,3
"OTU656",6,6,8,7,6,4,10,10,12,12,6,12,6,17,13,4,14,4,2,14,12,10,3,11,3,16,7,20,12,16,2,9,14,13,13,16
"OTU640",0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,8,0,0,2,4,0,0,0,0,0,0,0
"OTU873",5,5,7,4,6,6,26,17,8,12,12,14,2,10,6,2,6,4,3,14,8,8,5,7,6,12,1,8,11,20,11,17,4,6,4,16
"OTU872",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,5,0,1,0,0,0
"OTU641",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,17,22,5,0,0,0,0,1,3
